icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
,,111358007,Diverticulitis of jejunum (disorder),,
,,4.0271E+13,Hemorrhage of small intestine co-occurrent and due to diverticulosis (disorder),,
,,1.08646E+15,Hemorrhage of small intestine due to diverticulitis (disorder),,
,,1.08656E+15,Hemorrhage of duodenum co-occurrent and due to diverticulosis (disorder),,
,,1.08657E+15,Hemorrhage of ileum co-occurrent and due to diverticulosis (disorder),,
,,1.08658E+15,Hemorrhage of jejunum co-occurrent and due to diverticulosis (disorder),,
,,5.89157E+17,Diverticulum of peri-ampullary tissue of hepatopancreatic ampulla (disorder),,
,,48169002,Perforation co-occurrent and due to diverticular disease of colon (disorder),,
,,76953007,Diverticulitis of colon with perforation (disorder),,
,,235774002,Abscess of colon co-occurrent and due to diverticular disease of colon (disorder),,
,,280992001,Perforated diverticulum of large intestine (disorder),,
,,722855007,Perforation and abscess of large intestine co-occurrent and due to diverticulitis (disorder),,
,,1.08611E+15,Abscess of cecum co-occurrent and due to diverticulitis (disorder),,
,,1.08615E+15,Perforation of cecum due to diverticulitis (disorder),,
,,1.08634E+15,Abscess of sigmoid colon co-occurrent and due to diverticulitis (disorder),,
,,1.08638E+15,Perforation of sigmoid colon due to diverticulitis (disorder),,
,,4494009,Diverticulitis of large intestine (disorder),,
,,111359004,Diverticulitis of colon (disorder),,
,,197092000,Hemorrhage of large intestine co-occurrent and due to diverticular disease of large intestine (disorder),,
,,271960000,Complicated diverticular disease of large intestine (disorder),,
,,427910000,Diverticulitis of sigmoid colon (disorder),,
,,430347001,Diverticulitis of cecum (disorder),,
,,430876009,Diverticulitis of rectosigmoid (disorder),,
,,430877000,Diverticulitis of rectum (disorder),,
,,733159000,Diverticulitis of large intestine with complication (disorder),,
,,735729001,Diverticulum of large intestine co-occurrent with hemorrhage of large intestine (disorder),,
,,1.90191E+14,Hemorrhage of colon due to diverticulosis (disorder),,
,,1.08655E+15,Hemorrhage of cecum due to diverticulosis (disorder),,
,,1.08659E+15,Hemorrhage of sigmoid colon co-occurrent and due to diverticulosis (disorder),,
,,197112002,Perforation and abscess co-occurrent and due to diverticular disease of both small and large intestine (disorder),,
,,1.08644E+15,Perforation of large and small intestine due to diverticulitis (disorder),,
,,197091007,Diverticular disease of both small and large intestine without perforation or abscess (disorder),,
,,721654005,Diverticular disease of small and large intestine (disorder),,
,,197104005,Perforated diverticulum of intestine (disorder),,
,,5.211E+12,Abscess of intestine co-occurrent and due to diverticular disease (disorder),,
,,1.08654E+15,Perforation of intestine due to diverticulitis of gastrointestinal tract (disorder),,
,,271366000,Diverticulitis of gastrointestinal tract (disorder),,
,,307496006,Diverticulitis (disorder),,
,,735593008,Diverticulitis of intestine (disorder),,
,,1.0866E+15,Intestinal hemorrhage co-occurrent and due to diverticulosis (disorder),,
,,425671009,Neurogenic bowel (disorder),,
,,24557004,Abscess of intestine (disorder),,
,,278486006,Abscess between intestinal loops (disorder),,
,,712511006,Abscess of sigmoid colon (disorder),,
,,721683008,Infection causing abscess of colon (disorder),,
,,10825001,Perforation of rectum (disorder),,
,,37502002,Rupture of rectum (disorder),,
,,50257008,Perforation of colon (disorder),,
,,56905009,Perforation of intestine (disorder),,
,,235741002,Perforation of small intestine (disorder),,
,,235742009,Rupture of small intestine (disorder),,
,,235800002,Rupture of colon (disorder),,
,,262874007,Delayed perforation of colon (disorder),,
,,262880004,Delayed perforation of rectum (disorder),,
,,282060009,Perforation of jejunum (disorder),,
,,282061008,Rupture of jejunum (disorder),,
,,282068002,Perforation of ileum (disorder),,
,,282069005,Rupture of ileum (disorder),,
,,303078007,Perforation of large intestine (disorder),,
,,405578000,Nontraumatic perforation of small intestine (disorder),,
,,405579008,Nontraumatic perforation of large intestine (disorder),,
,,405589007,Inflammatory perforation of small intestine (disorder),,
,,707578009,Perforation of intestine due to cystic fibrosis with meconium ileus (disorder),,
,,712512004,Perforation of sigmoid colon (disorder),,
,,713354008,Perforated ulcer of intestine (disorder),,
,,3590007,Enteroenteric fistula (disorder),,
,,29927001,Fistula of intestine to abdominal wall (disorder),,
,,38851006,Fistula of intestine (disorder),,
,,85968009,External duodenal fistula (disorder),,
,,91448003,Ileorectal fistula (disorder),,
,,111356006,Enterocolic fistula (disorder),,
,,197246005,Umbilical fistula (disorder),,
,,197247001,Enterocutaneous fistula (disorder),,
,,197248006,Ileoumbilical fistula (disorder),,
,,197250003,Colonic fistula (disorder),,
,,197262004,Fecal fistula (disorder),,
,,197263009,Abdominal wall fistula (disorder),,
,,235734008,Small bowel fistula (disorder),,
,,235735009,Internal small bowel fistula (disorder),,
,,235736005,Jejunoenteric fistula (disorder),,
,,235737001,Jejunocolic fistula (disorder),,
,,235738006,External small bowel fistula (disorder),,
,,235739003,Jejunocutaneous fistula (disorder),,
,,235777009,Large bowel fistula (disorder),,
,,235778004,Internal large bowel fistula (disorder),,
,,235779007,Colocolic fistula (disorder),,
,,235790002,External large bowel fistula (disorder),,
,,304371002,Jejunal fistula (disorder),,
,,307403007,Aortojejunal fistula (disorder),,
,,405565000,Colovascular fistula (disorder),,
,,799008,Sigmoid colon ulcer (disorder),,
,,16101002,Ulcer of cecum (disorder),,
,,46040000,Ulceration of colon (disorder),,
,,50565005,Ileal ulcer (disorder),,
,,55957000,Proximal colon ulcer (disorder),,
,,61715008,Celiac disease with diffuse intestinal ulceration (disorder),,
,,85942002,Ulceration of intestine (disorder),,
,,235710003,Ulceration of small intestine (disorder),,
,,235713001,Primary nonspecific ulceration of small intestine (disorder),,
,,235766003,Ulceration of large intestine (disorder),,
,,235767007,Stercoral ulcer of large intestine (disorder),,
,,235768002,Traumatic ulcer of large intestine (disorder),,
,,361141006,Idiopathic small intestinal ulcers (disorder),,
,,415767003,Ulcerated mucosa of colon (disorder),,
,,722534001,Non-infective ulceration of small intestine (disorder),,
,,722537008,Ulcer of small intestine caused by radiation (disorder),,
,,722538003,Traumatic ulcer of small intestine (disorder),,
,,722848005,Chronic non-specific multiple ulcers of small intestine (disorder),,
,,723107001,Ulcer of small intestine caused by foreign body (disorder),,
,,871631000,Ulcer of intestine due to immunoglobulin A vasculitis (disorder),,
,,871633002,Ulcer of intestine due to graft-versus-host disease (disorder),,
,,45626005,Nontraumatic hemoperitoneum (disorder),,
,,236002003,Retroperitoneal hematoma (disorder),,
,,443826006,Hemorrhage into peritoneal cavity (disorder),,
,,713727007,Hemoperitoneum as complication of peritoneal dialysis (disorder),,
,,17204006,Pneumoperitoneum (disorder),,
,,27970007,Cyst of mesentery (disorder),,
,,54620002,Cyst of peritoneal cavity (disorder),,
,,75965001,Peritoneal granuloma (disorder),,
,,95550001,Peritoneal fibrosis (disorder),,
,,95552009,Fibrosis of mesentery (disorder),,
,,122449004,Pneumoretroperitoneum (disorder),,
,,236011003,Cyst of retroperitoneal compartment (disorder),,
,,236012005,Peritoneal pseudocyst (disorder),,
,,236013000,Mesenteric pseudocyst (disorder),,
,,236014006,Omental pseudocyst (disorder),,
,,253802003,Embryonic cyst of mesentery (disorder),,
,,446251006,Loose body in peritoneal cavity (disorder),,
,,44047000,Zieve's syndrome (disorder),,
,,50325005,Alcoholic fatty liver (disorder),,
,,9953008,Acute alcoholic liver disease (disorder),,
,,235875008,Alcoholic hepatitis (disorder),,
,,307757001,Chronic alcoholic hepatitis (disorder),,
,,765482002,Steatohepatitis caused by ingestible alcohol (disorder),,
,,1.08261E+15,Ascites due to alcoholic hepatitis (disorder),,
,,1.08502E+15,Hepatic ascites due to chronic alcoholic hepatitis (disorder),,
,,235880004,Alcoholic fibrosis and sclerosis of liver (disorder),,
,,721710005,Fibrosis of liver caused by alcohol (disorder),,
,,309783001,Esophageal varices in alcoholic cirrhosis of the liver (disorder),,
,,420054005,Alcoholic cirrhosis (disorder),,
,,1.0826E+15,Ascites due to alcoholic cirrhosis (disorder),,
,,235881000,Alcoholic hepatic failure (disorder),,
,,1.08262E+15,Hepatic coma due to alcoholic liver failure (disorder),,
,,41309000,Alcoholic liver damage (disorder),,
,,713181003,Chronic alcoholic liver disease (disorder),,
,,713370005,Acute on chronic alcoholic liver disease (disorder),,
,,40912001,Acute red atrophy of liver (disorder),,
,,72445008,Subacute noninfective hepatitis (disorder),,
,,111369005,Parenchymatous degeneration of liver (disorder),,
,,197268000,Acute and subacute liver necrosis (disorder),,
,,197269008,Acute necrosis of liver (disorder),,
,,197270009,Acute hepatic failure (disorder),,
,,197271008,Acute hepatitis - non-infective (disorder),,
,,197274000,Subacute necrosis of liver (disorder),,
,,197275004,Subacute hepatic failure (disorder),,
,,707167006,Acute multi-acinar necrosis of liver (disorder),,
,,720461006,Acute infantile liver failure due to synthesis defect of mitochondrial deoxyribonucleic acid encoded protein (disorder),,
,,774207004,Acute infantile liver failure with multisystemic involvement syndrome (disorder),,
,,1.08251E+15,Hepatic coma due to acute hepatic failure (disorder),,
,,1.09269E+15,Hepatic coma due to subacute liver failure (disorder),,
,,235886005,Chronic hepatic failure (disorder),,
,,863957008,Chronic necrosis of liver (disorder),,
,,1.08509E+15,Hepatic coma due to chronic hepatic failure (disorder),,
,,11350001,Diffuse hepatic necrosis (disorder),,
,,13920009,Hepatic encephalopathy (disorder),,
,,13923006,Centrilobular hepatic necrosis (disorder),,
,,26485002,Sawdust liver (disorder),,
,,53104002,Peripheral hepatic necrosis (disorder),,
,,55294001,Focal hepatic necrosis (disorder),,
,,59927004,Hepatic failure (disorder),,
,,61250001,Midzonal hepatic necrosis (disorder),,
,,72836002,Hepatic coma (disorder),,
,,87248009,Hepatic necrosis (disorder),,
,,89835009,Atrophy of liver (disorder),,
,,213230009,Hepatic failure as a complication of care (disorder),,
,,235884008,Fulminant hepatic failure (disorder),,
,,235885009,Subfulminant hepatic failure (disorder),,
,,447058001,Solitary necrotic nodule of liver (disorder),,
,,449901005,Hepatic encephalopathy in fulminant hepatic failure (disorder),,
,,449902003,Portal systemic encephalopathy (disorder),,
,,708248004,End stage liver disease (disorder),,
,,1.03931E+14,Hepatic coma due to hepatitis (disorder),,
,,1.25921E+14,Hepatic coma due to acute hepatitis C (disorder),,
,,1.46371E+14,Hepatic coma due to chronic hepatitis C (disorder),,
,,1.53091E+14,Hepatic coma due to chronic hepatitis B with delta agent (disorder),,
,,41889008,Chronic persistent hepatitis (disorder),,
,,57339008,Chronic lobular hepatitis (disorder),,
,,197284004,Chronic active hepatitis (disorder),,
,,9843006,Chronic lymphocytic cholangitis-cholangiohepatitis (disorder),,
,,76783007,Chronic hepatitis (disorder),,
,,62484002,Hepatic fibrosis (disorder),,
,,123607009,Septal fibrosis of liver (disorder),,
,,197316009,Portal fibrosis without cirrhosis (disorder),,
,,703866000,Chronic hepatitis C with stage 2 fibrosis (disorder),,
,,870517000,Periportal fibrosis (disorder),,
,,3.47891E+14,Chronic hepatitis C with stage 3 fibrosis (disorder),,
,,1.06907E+16,Stage 3 hepatic fibrosis (disorder),,
,,235899008,Hepatic sclerosis (disorder),,
,,235900003,Portal and splenic vein sclerosis (disorder),,
,,718096004,Hepatoportal sclerosis (disorder),,
,,235901004,Hepatic fibrosis with hepatic sclerosis (disorder),,
,,235902006,Intrahepatic phlebosclerosis and fibrosis (disorder),,
,,31712002,Primary biliary cholangitis (disorder),,
,,123606000,Cholangiolitic cirrhosis (disorder),,
,,715401008,Primary biliary cirrhosis co-occurrent with systemic scleroderma (disorder),,
,,12368000,Secondary biliary cirrhosis (disorder),,
,,1761006,Biliary cirrhosis (disorder),,
,,109819003,Obstructive biliary cirrhosis (disorder),,
,,197310003,Biliary cirrhosis of children (disorder),,
,,271440004,Cirrhosis secondary to cholestasis (disorder),,
,,536002,Glissonian cirrhosis (disorder),,
,,6183001,Indian childhood cirrhosis (disorder),,
,,15999000,Mixed micro and macronodular cirrhosis (disorder),,
,,19943007,Cirrhosis of liver (disorder),,
,,21861000,Micronodular cirrhosis (disorder),,
,,27156006,Posthepatitic cirrhosis (disorder),,
,,33144001,Parasitic cirrhosis (disorder),,
,,43904005,Macronodular cirrhosis (disorder),,
,,45256007,Cruveilhier-Baumgarten syndrome (disorder),,
,,76301009,Florid cirrhosis (disorder),,
,,78208005,Pigment cirrhosis (disorder),,
,,86454000,Postnecrotic cirrhosis (disorder),,
,,89580002,Cryptogenic cirrhosis (disorder),,
,,123604002,Toxic cirrhosis (disorder),,
,,123605001,Nutritional cirrhosis (disorder),,
,,123716002,Latent cirrhosis (disorder),,
,,123717006,Advanced cirrhosis (disorder),,
,,128072003,Acquired portal-systemic shunt due to cirrhosis (disorder),,
,,197279005,Cirrhosis and chronic liver disease (disorder),,
,,197291001,Unilobular portal cirrhosis (disorder),,
,,197293003,Diffuse nodular cirrhosis (disorder),,
,,197294009,Fatty portal cirrhosis (disorder),,
,,197296006,Capsular portal cirrhosis (disorder),,
,,197299004,Pigmentary portal cirrhosis (disorder),,
,,197300007,Pipestem portal cirrhosis (disorder),,
,,235895002,"Laennec's cirrhosis, non-alcoholic (disorder)",,
,,235896001,Infectious cirrhosis (disorder),,
,,235897005,Hypoxia-associated cirrhosis (disorder),,
,,266468003,Cirrhosis - non-alcoholic (disorder),,
,,266469006,Multilobular portal cirrhosis (disorder),,
,,266471006,Juvenile portal cirrhosis (disorder),,
,,308129003,Esophageal varices in cirrhosis of the liver (disorder),,
,,371139006,Early cirrhosis (disorder),,
,,419728003,Portal cirrhosis (disorder),,
,,699189004,North American Indian childhood cirrhosis (disorder),,
,,715864007,Non-Wilsonian hepatic copper toxicosis of infancy and childhood (disorder),,
,,716203000,Decompensated cirrhosis of liver (disorder),,
,,725416005,Cardiomyopathy co-occurrent and due to cirrhosis of liver (disorder),,
,,735733008,Cirrhosis of liver co-occurrent and due to primary sclerosing cholangitis (disorder),,
,,871619002,Cirrhosis of liver due to and following cardiac procedure (disorder),,
,,8.31E+11,Cirrhosis of liver due to chronic hepatitis C (disorder),,
,,1.03611E+14,Cirrhosis of liver due to hepatitis B (disorder),,
,,24805007,Portal thrombophlebitis (disorder),,
,,67656006,Portal pyemia (disorder),,
,,85514005,Phlebitis of portal vein (disorder),,
,,235858002,Nonspecific reactive hepatitis (disorder),,
,,86514004,Granulomatous hepatitis (disorder),,
,,714253009,Hepatic granuloma (disorder),,
,,723108006,Idiopathic granulomatous hepatitis (disorder),,
,,19682006,Lupus hepatitis (disorder),,
,,408335007,Autoimmune hepatitis (disorder),,
,,721711009,Autoimmune hepatitis type 1 (disorder),,
,,721712002,Autoimmune hepatitis type 2 (disorder),,
,,721713007,Autoimmune hepatitis type 3 (disorder),,
,,1.60985E+16,Chronic autoimmune hepatitis (disorder),,
,,17349007,Portal triaditis (disorder),,
,,95556007,Cholestatic hepatitis (disorder),,
,,235877000,Ischemic hepatitis (disorder),,
,,276554009,Parenteral nutrition-related hepatitis (disorder),,
,,370492003,Copper storage associated hepatitis (disorder),,
,,370889009,Lymphocytic portal hepatitis (disorder),,
,,442191002,Steatohepatitis (disorder),,
,,442685003,Nonalcoholic steatohepatitis (disorder),,
,,717329009,Inflammatory pseudotumor of liver (disorder),,
,,3.18191E+14,Hepatitis caused by bacteria (disorder),,
,,53476006,Radiation hepatitis (disorder),,
,,128241005,Inflammatory disease of liver (disorder),,
,,197286002,Recurrent hepatitis (disorder),,
,,235862008,Hepatitis due to infection (disorder),,
,,370489002,Cholangiohepatitis (disorder),,
,,4.1271E+13,Viral arthritis co-occurrent with hepatitis (disorder),,
,,197315008,Non-alcoholic fatty liver (disorder),,
,,197321007,Steatosis of liver (disorder),,
,,713529007,Steatosis of liver caused by retroviral protease inhibitor (disorder),,
,,722866000,Non-alcoholic fatty liver disease without non-alcoholic steatohepatitis (disorder),,
,,773649005,Transient infantile hypertriglyceridemia and hepatosteatosis (disorder),,
,,34736002,Chronic passive congestion of liver (disorder),,
,,74669004,Cardiac cirrhosis (disorder),,
,,76281005,Hepatic congestion (disorder),,
,,266470007,Cardiac portal cirrhosis (disorder),,
,,197364000,Central hemorrhagic necrosis of liver (disorder),,
,,17890003,Hepatic infarction (disorder),,
,,58008004,Peliosis hepatis (disorder),,
,,65617004,Veno-occlusive disease of the liver (disorder),,
,,724361001,Hepatic veno-occlusive disease with immunodeficiency syndrome (disorder),,
,,34742003,Portal hypertension (disorder),,
,,197303009,Bacterial portal cirrhosis (disorder),,
,,445237003,Portopulmonary hypertension (disorder),,
,,707420003,Portal hypertension due to cystic fibrosis (disorder),,
,,722867009,Idiopathic portal hypertension (disorder),,
,,42927005,Cholemic nephrosis (disorder),,
,,51292008,Hepatorenal syndrome (disorder),,
,,28193003,Hepatic osteodystrophy (disorder),,
,,36631002,Hepatomphalocele (disorder),,
,,75689006,Pleural effusion associated with hepatic disorder (disorder),,
,,79720007,Chronic nonalcoholic liver disease (disorder),,
,,191150003,Folate deficiency anemia due to liver disorders (disorder),,
,,235890007,Autoimmune liver disease (disorder),,
,,243978007,Liver damage (disorder),,
,,248413004,Liver palms (disorder),,
,,328383001,Chronic liver disease (disorder),,
,,396460000,Hepatocellular dysplasia (disorder),,
,,702399004,Compensated liver disease (disorder),,
,,59771005,Calculus of gallbladder with acute cholecystitis (disorder),,
,,81115009,Calculus of common bile duct with acute cholecystitis with obstruction (disorder),,
,,197377009,Gallbladder calculus with acute cholecystitis and no obstruction (disorder),,
,,197378004,Gallbladder calculus with acute cholecystitis and obstruction (disorder),,
,,699050007,Calculus of gallbladder with acute and chronic cholecystitis (disorder),,
,,3.8871E+13,Acute and chronic cholecystitis co-occurrent and due to calculus of gallbladder and bile duct (disorder),,
,,12932003,Calculus of common bile duct with chronic cholecystitis with obstruction (disorder),,
,,25924004,Calculus of gallbladder with cholecystitis (disorder),,
,,29484002,Cholelithiasis AND cholecystitis without obstruction (disorder),,
,,50450007,Cholelithiasis AND cholecystitis with obstruction (disorder),,
,,95559000,Chronic cholecystitis with calculus (disorder),,
,,314949006,Perforated calculous chronic cholecystitis (disorder),,
,,1.08493E+15,Chronic cholecystitis due to cholelithiasis co-occurrent with choledocholithiasis (disorder),,
,,1.08497E+15,Chronic cholecystitis due to gallbladder calculus with obstruction (disorder),,
,,7290007,Impacted gallstone of cystic duct (disorder),,
,,55479002,Impacted gallstone of gallbladder (disorder),,
,,62809003,Calculus of cystic duct with obstruction (disorder),,
,,65082000,Calculus of cystic duct (disorder),,
,,70342003,Cholelithiasis without obstruction (disorder),,
,,77528005,Cholelithiasis with obstruction (disorder),,
,,235919008,Gallbladder calculus (disorder),,
,,266474003,Calculus in biliary tract (disorder),,
,,312110005,Gallbladder and bile duct calculi (disorder),,
,,711564007,Cholecystolithiasis with obstruction (disorder),,
,,735467004,Cholangitis co-occurrent and due to calculus of gallbladder (disorder),,
,,830074003,Cholesterol calculus of gallbladder (disorder),,
,,830075002,Pigment calculus of gallbladder (disorder),,
,,197402000,Calculus of bile duct with cholangitis (disorder),,
,,1.08483E+15,Acute cholangitis due to bile duct calculus (disorder),,
,,1.08484E+15,Acute cholangitis due to bile duct calculus with obstruction (disorder),,
,,1.08489E+15,Cholangitis due to bile duct calculus with obstruction (disorder),,
,,1.0849E+15,Chronic cholangitis due to bile duct calculus (disorder),,
,,1.08491E+15,Chronic cholangitis due to bile duct calculus with obstruction (disorder),,
,,15082003,Calculus of bile duct with chronic cholecystitis with obstruction (disorder),,
,,19335008,Calculus of cystic duct with acute cholecystitis (disorder),,
,,36483003,Calculus of bile duct with cholecystitis (disorder),,
,,49341008,Calculus of cystic duct with cholecystitis (disorder),,
,,60127009,Calculus of bile duct with acute cholecystitis without obstruction (disorder),,
,,68368005,Calculus of common bile duct with chronic cholecystitis (disorder),,
,,71745007,Calculus of bile duct with chronic cholecystitis without obstruction (disorder),,
,,72053008,Calculus of common bile duct with acute cholecystitis without obstruction (disorder),,
,,74091007,Calculus of common bile duct with chronic cholecystitis without obstruction (disorder),,
,,89251007,Calculus of common bile duct with acute cholecystitis (disorder),,
,,91316003,Calculus of bile duct with chronic cholecystitis (disorder),,
,,197389006,Bile duct calculus with acute cholecystitis (disorder),,
,,197391003,Bile duct calculus with acute cholecystitis and obstruction (disorder),,
,,4.0331E+13,Acute cholecystitis due to biliary calculus (disorder),,
,,1356007,Calculus of common duct with obstruction (disorder),,
,,4661003,Calculus of bile duct with obstruction (disorder),,
,,6087002,Calculus of hepatic duct with obstruction (disorder),,
,,27697003,Calculus of hepatic duct without obstruction (disorder),,
,,59049008,Calculus of hepatic duct (disorder),,
,,59192001,Osler's syndrome (disorder),,
,,68394001,Calculus of bile duct without obstruction (disorder),,
,,68601009,Calculus of cystic duct without obstruction (disorder),,
,,235923000,Retained bile duct stone (disorder),,
,,297288000,Liver calculus (disorder),,
,,307132003,Common bile duct calculus (disorder),,
,,413197000,Calculus of cystic stump (disorder),,
,,718309005,Calculus of common bile duct without obstruction (disorder),,
,,735734002,Calculus of bile duct without inflammation of biliary tract (disorder),,
,,715577009,Low phospholipid associated cholelithiasis (disorder),,
,,111372003,Gangrene of gallbladder (disorder),,
,,20824003,Chronic cholecystitis (disorder),,
,,53928001,Chronic cholecystitis without calculus (disorder),,
,,396335001,Acute and chronic cholecystitis (disorder),,
,,46341007,Cholecystitis glandularis proliferans (disorder),,
,,64534006,Hyperplastic cholecystitis (disorder),,
,,95558008,Pneumocholecystitis (disorder),,
,,448286002,Xanthogranulomatous cholecystitis (disorder),,
,,19968009,Cholecystitis without calculus (disorder),,
,,17970006,Stricture of gallbladder (disorder),,
,,38712009,Stenosis of gallbladder (disorder),,
,,75726005,Obstruction of gallbladder (disorder),,
,,197416005,Occlusion of gallbladder (disorder),,
,,197418006,Occlusion of cystic duct (disorder),,
,,197419003,Stenosis of cystic duct (disorder),,
,,47312008,Hydrops of gallbladder (disorder),,
,,78793006,Mucocele of gallbladder (disorder),,
,,22788004,Rupture of gallbladder (disorder),,
,,197422001,Rupture of cystic duct (disorder),,
,,721717008,Perforation of cystic duct (disorder),,
,,16957005,Fistula of gallbladder (disorder),,
,,20306009,Cholecystoenteric fistula (disorder),,
,,39170005,Cholecystoduodenal fistula (disorder),,
,,197426003,Cholecystogastric fistula (disorder),,
,,307295007,Cholecystojejunal fistula (disorder),,
,,61565001,Cholesterolosis of gallbladder (disorder),,
,,13516000,Adhesion of gallbladder (disorder),,
,,19286001,Cyst of gallbladder (disorder),,
,,22149007,Aschoff-Rokitansky sinuses (disorder),,
,,22711000,Adhesion of cystic duct (disorder),,
,,47932002,Cystic mucinous hypertrophy of gallbladder (disorder),,
,,59612001,Ulcer of gallbladder (disorder),,
,,62188005,Biliary achalasia (disorder),,
,,64664008,Atrophy of gallbladder (disorder),,
,,65018008,Ulcer of cystic duct (disorder),,
,,67968004,Hypertrophy of cystic duct (disorder),,
,,74434009,Atrophy of cystic duct (disorder),,
,,76875008,Hypertrophy of gallbladder (disorder),,
,,78900008,Nonfunctioning cystic duct (disorder),,
,,80527006,Nonfunctioning gallbladder (disorder),,
,,87551003,Cyst of cystic duct (disorder),,
,,95560005,Hemocholecyst (disorder),,
,,110995008,Intramural calcification of gallbladder (disorder),,
,,134402008,Cholesterol polyp of gallbladder (disorder),,
,,197432008,Biliary dyskinesia (disorder),,
,,197433003,Polyp of gallbladder (disorder),,
,,287326003,Atony of gallbladder (disorder),,
,,721721001,Dyskinesia of gallbladder (disorder),,
,,721723003,Adenomyomatosis of gallbladder (disorder),,
,,1.38561E+14,Gallbladder mass (disorder),,
,,289999003,Poorly functioning gallbladder (disorder),,
,,10184002,Recurrent cholangitis (disorder),,
,,17266006,Primary cholangitis (disorder),,
,,18028001,Secondary cholangitis (disorder),,
,,35571009,Cholangiolitis (disorder),,
,,43823002,Bacterial cholangitis (disorder),,
,,65001009,Recurrent pyogenic cholangitis (disorder),,
,,69850007,Suppurative cholangitis (disorder),,
,,71801004,Stenosing cholangitis (disorder),,
,,71912000,Chronic cholangitis (disorder),,
,,82403002,Cholangitis (disorder),,
,,197438007,Cholangitis lenta (disorder),,
,,197439004,Obliterative cholangitis (disorder),,
,,197441003,Primary sclerosing cholangitis (disorder),,
,,197442005,Secondary sclerosing cholangitis (disorder),,
,,235917005,Sclerosing cholangitis (disorder),,
,,281388009,Human immunodeficiency virus-related sclerosing cholangitis (disorder),,
,,370490006,Acute cholangiohepatitis (disorder),,
,,399525009,Inflammation of ampulla of Vater (disorder),,
,,449805002,Eosinophilic cholangitis (disorder),,
,,713654004,Autoimmune cholangitis (disorder),,
,,722870008,Immunoglobulin G4-related sclerosing cholangitis (disorder),,
,,724278007,"Neonatal sclerosing cholangitis, ichthyosis, hypotrichosis syndrome (disorder)",,
,,736147006,Acute obstructive cholangitis (disorder),,
,,771446000,Follicular cholangitis and pancreatitis (disorder),,
,,866077005,Infection of bile duct caused by parasite (disorder),,
,,4283007,Mirizzi's syndrome (disorder),,
,,8262006,Extrahepatic obstructive biliary disease (disorder),,
,,15770003,Acute cholestatic jaundice syndrome (disorder),,
,,30144000,Obstruction of bile duct (disorder),,
,,43030007,Stenosis of bile duct (disorder),,
,,43797002,Stricture of bile duct (disorder),,
,,44018007,Cholestatic jaundice syndrome (disorder),,
,,59848001,Obstructive hyperbilirubinemia (disorder),,
,,74162007,Progressive intrahepatic cholestasis (disorder),,
,,75066002,Chronic cholestatic jaundice syndrome (disorder),,
,,197446008,Occlusion of bile duct (disorder),,
,,235888006,Cholestasis of pregnancy (disorder),,
,,235921003,Biliary stricture (disorder),,
,,239104000,Pruritic folliculitis of pregnancy (disorder),,
,,307000000,Stricture of hepatic duct (disorder),,
,,359793002,Ampulla of Vater obstruction syndrome (disorder),,
,,359797001,Courvoisier-Terrier syndrome (disorder),,
,,371090009,Cholestasis of parenteral nutrition (disorder),,
,,427380004,Vanishing bile duct syndrome (disorder),,
,,433237003,Cholestasis in newborn (disorder),,
,,473281000,Obstruction of common bile duct (disorder),,
,,707150004,Cholestatic pruritus (disorder),,
,,56512009,Rupture of bile duct (disorder),,
,,53206008,Fistula of bile duct (disorder),,
,,66367009,Choledochoduodenal fistula (disorder),,
,,67600007,Vascular-biliary fistula (disorder),,
,,95561009,Bronchobiliary fistula (disorder),,
,,235931005,Leakage of bile (disorder),,
,,253809007,Tracheobiliary fistula (disorder),,
,,430887001,Dysfunction of sphincter of Oddi (disorder),,
,,9484001,Cyst of bile duct (disorder),,
,,235924006,Cyst of biliary tract (disorder),,
,,235925007,Cyst of intrahepatic bile ducts (disorder),,
,,440471007,Cystic dilatation of common bile duct (disorder),,
,,441285006,Acquired cystic dilatation of common bile duct (disorder),,
,,1698001,Ulcer of bile duct (disorder),,
,,10518000,North American Indian intrahepatic cholestasis (disorder),,
,,20239009,Bile duct proliferation (disorder),,
,,26874005,Hypertrophy of bile duct (disorder),,
,,27123005,Biliary sludge (disorder),,
,,31155007,Benign recurrent intrahepatic cholestasis (disorder),,
,,48124008,Fibrosis of bile duct (disorder),,
,,51854002,Atrophy of bile duct (disorder),,
,,53192009,Stasis of bile duct (disorder),,
,,55955008,Oriental cholangiohepatitis (disorder),,
,,66556007,Hemobilia (disorder),,
,,77972001,Adhesion of bile duct (disorder),,
,,123608004,Cholangiectasis (disorder),,
,,197453004,Post-cholecystectomy bile leakage (disorder),,
,,235918000,Obstruction of biliary tree (disorder),,
,,235927004,Adhesions of biliary tree (disorder),,
,,235928009,Atrophy of biliary tree (disorder),,
,,235929001,Hypertrophy of biliary tract (disorder),,
,,235930006,Ulceration of biliary tree (disorder),,
,,235932003,Bile duct leakage (disorder),,
,,235976005,Familial hypertrophy of sphincter of Oddi (disorder),,
,,255174002,Benign polyp of biliary tract (disorder),,
,,307133008,Cystic dilation of intrahepatic duct (disorder),,
,,446673009,Leakage of bile from accessory bile duct (disorder),,
,,721720000,Hemorrhage of bile duct (disorder),,
,,721722008,Dyskinesia of sphincter of Oddi (disorder),,
,,722882004,Functional biliary sphincter of Oddi disorder (disorder),,
