icd10_code,icd10_description,snomed_conceptId,snomed_term,read2_code,read2_term
,,202746003,Resorption of cervical disc (disorder),,
,,425878001,Cervical disc disorder (disorder),,
,,34139004,Intervertebral disc disorder of lumbar region with myelopathy (disorder),,
,,41022003,Intervertebral disc disorder of thoracic region with myelopathy (disorder),,
,,192905004,Myelopathy due to intervertebral disc disease (disorder),,
,,202728009,Disc prolapse with myelopathy (disorder),,
,,202730006,Thoracic disc prolapse with myelopathy (disorder),,
,,202731005,Lumbar disc prolapse with myelopathy (disorder),,
,,3.11191E+14,Myelopathy co-occurrent and due to lumbosacral intervertebral disc disorder (disorder),,
,,1.59786E+16,Myelopathy of thoracolumbar spine due to disc disorder (disorder),,
,,23882000,Neuritis AND/OR radiculitis due to rupture of lumbar intervertebral disc (disorder),,
,,38073003,Neuritis AND/OR radiculitis due to displacement of intervertebral disc (disorder),,
,,41733009,Neuritis AND/OR radiculitis due to rupture of intervertebral disc (disorder),,
,,46960006,Lumbago-sciatica due to displacement of lumbar intervertebral disc (disorder),,
,,82331007,Neuritis AND/OR radiculitis due to displacement of lumbar intervertebral disc (disorder),,
,,193119005,Nerve root and plexus compressions in intervertebral disc disorders (disorder),,
,,202732003,Disc prolapse with radiculopathy (disorder),,
,,202734002,Thoracic disc prolapse with radiculopathy (disorder),,
,,202735001,Lumbar disc prolapse with radiculopathy (disorder),,
,,311804006,Prolapsed lumbar intervertebral disc with sciatica (disorder),,
,,789017006,Radiculopathy due to intervertebral disc disorder (disorder),,
,,3.11211E+14,Radiculopathy due to lumbar intervertebral disc disorder (disorder),,
,,3.11221E+14,Radiculopathy co-occurrent and due to lumbosacral intervertebral disc disorder (disorder),,
,,3.11231E+14,Radiculopathy co-occurrent and due to thoracic intervertebral disc disorder (disorder),,
,,1.59728E+16,Radiculopathy of lumbosacral spine due to disc disorder (disorder),,
,,1.60268E+16,Radiculopathy of thoracolumbar spine due to disc disorder (disorder),,
,,20021007,Displacement of lumbar intervertebral disc without myelopathy (disorder),,
,,33132004,Intervertebral disc rupture (disorder),,
,,64787009,Displacement of thoracic intervertebral disc without myelopathy (disorder),,
,,70218004,Displacement of intervertebral disc without myelopathy (disorder),,
,,73589001,Intervertebral disc prolapse (disorder),,
,,84857004,Herniation of nucleus pulposus (disorder),,
,,202707000,Prolapsed thoracic intervertebral disc without myelopathy (disorder),,
,,202708005,Prolapsed lumbar intervertebral disc (disorder),,
,,202736000,Lumbar disc prolapse with cauda equina compression (disorder),,
,,240216005,Prolapsed thoracic intervertebral disc (disorder),,
,,472979002,Broad based intervertebral disc protrusion (disorder),,
,,472980004,Focal intervertebral disc protrusion (disorder),,
,,699332009,Sequestrum of intervertebral disc (disorder),,
,,699456009,Extrusion of migrated disc (disorder),,
,,735607008,Prolapse of thoracic intervertebral disc co-occurrent and due to degeneration (disorder),,
,,735610001,Prolapse of lumbar intervertebral disc co-occurrent and due to degeneration (disorder),,
,,1.3271E+13,Prolapse of thoracic intervertebral disc without radiculopathy (disorder),,
,,1.3291E+13,Prolapse of lumbar intervertebral disc without radiculopathy (disorder),,
,,26538006,Degeneration of lumbar intervertebral disc (disorder),,
,,60937000,Degeneration of lumbosacral intervertebral disc (disorder),,
,,68675004,Degeneration of thoracic intervertebral disc (disorder),,
,,77547008,Degeneration of intervertebral disc (disorder),,
,,91240008,Degeneration of thoracolumbar intervertebral disc (disorder),,
,,202750005,Resorption of thoracic disc (disorder),,
,,202753007,Annular tear of lumbar disc (disorder),,
,,202754001,Resorption of lumbar disc (disorder),,
,,473007007,Cervical discogenic pain (disorder),,
,,608830002,Discogenic pain (disorder),,
,,608831003,Thoracic discogenic pain (disorder),,
,,608832005,Lumbar discogenic pain (disorder),,
,,735606004,Degeneration of thoracic intervertebral disc without prolapse (disorder),,
,,735608003,Degeneration of thoracic intervertebral disc co-occurrent with osteophyte (disorder),,
,,735609006,Degeneration of lumbar intervertebral disc without prolapse (disorder),,
,,735611002,Degeneration of lumbar intervertebral disc co-occurrent with osteophyte of lumbar vertebra (disorder),,
,,1.6931E+13,Neurologic disorder due to degeneration of lumbar intervertebral disc (disorder),,
,,29574001,Schmorl's nodes of lumbar region (disorder),,
,,45181002,Schmorl's nodes (disorder),,
,,86804002,Schmorl's nodes of thoracic region (disorder),,
,,11301007,Narrowing of intervertebral disc space (disorder),,
,,202747007,Calcification of cervical disc (disorder),,
,,202749005,Annular tear of thoracic disc (disorder),,
,,202751009,Calcification of thoracic disc (disorder),,
,,202755000,Calcification of lumbar disc (disorder),,
,,240211000,Intervertebral disk calcification (disorder),,
,,274137005,Lumbar disc lesion (disorder),,
,,608829007,Internal disruption of lumbar intervertebral disc (disorder),,
,,697975004,Radial tear of annulus fibrosus of intervertebral disc (disorder),,
,,36427004,Intervertebral disc disorder (disorder),,
,,44983007,Intervertebral disc disorder with myelopathy (disorder),,
,,240213002,Prolapsed intervertebral disc without myelopathy (disorder),,
,,428778006,Disorder of intervertebral disc of thoracic spine (disorder),,
,,443700006,Disorder of lumbar disc (disorder),,
,,715057009,Disorder of lumbosacral intervertebral disc (disorder),,
,,420658009,Radiculitis associated with acquired immunodeficiency syndrome (disorder),,
,,1.22366E+16,Brachial neuritis of left upper limb (disorder),,
,,1.22367E+16,Brachial neuritis of right upper limb (disorder),,
,,279030006,Myofascial pain syndrome of neck (disorder),,
,,1.62067E+16,Piriformis syndrome of bilateral lower limbs (disorder),,
,,1.59687E+16,Low back pain co-occurrent and due to bilateral sciatica (disorder),,
,,1.68394E+16,Low back pain co-occurrent with neuralgia of left sciatic nerve (disorder),,
,,86208007,Loin pain-hematuria syndrome (disorder),,
,,9.2341E+13,Weakness of extremities as sequela of stroke (disorder),,
,,71985006,Carcinomatous myopathic syndrome (disorder),,
,,12138000,Large head (disorder),,
,,16442005,Leontiasis ossium (disorder),,
,,782167001,Stewart-Morel-Morgagni syndrome (disorder),,
,,1.16736E+16,Exostosis of skull (disorder),,
,,10196009,Juvenile osteochondrosis of acetabulum (disorder),,
,,13658006,Juvenile osteochondrosis of pelvis (disorder),,
,,72629001,Juvenile osteochondrosis of symphysis pubis (disorder),,
,,268023005,Osteochondritis of pelvis (disorder),,
,,240182009,Osteochondritis of the femoral head (disorder),,
,,203382004,Juvenile osteochondrosis of head of humerus (disorder),,
,,268025003,Juvenile osteochondrosis of capitulum of humerus (disorder),,
,,723645001,Epiphysiolysis of proximal humerus (disorder),,
,,3.951E+12,Medial epicondyle apophysitis due to overuse (disorder),,
,,1.57425E+16,Medial epicondyle apophysitis of right elbow due to overuse (disorder),,
,,13907006,Juvenile osteochondrosis of lower ulna (disorder),,
,,44113000,Juvenile osteochondrosis of radial head (disorder),,
,,240181002,Osteochondritis of the distal ulna (disorder),,
,,31249007,Juvenile osteochondrosis of hand (disorder),,
,,84062004,Juvenile osteochondrosis of carpal lunate (disorder),,
,,89807005,Juvenile osteochondrosis of head of metacarpals (disorder),,
,,240177002,Juvenile osteochondritis of the hand (disorder),,
,,276481006,Osteochondritis of metacarpal (disorder),,
,,367356000,Osteochondritis of the carpal lunate (disorder),,
,,62100001,Juvenile osteochondrosis of upper extremity (disorder),,
,,240178007,Juvenile osteochondritis of the arm (disorder),,
,,268024004,Juvenile osteochondritis of the arm and hand (disorder),,
,,69939005,Juvenile osteochondrosis of primary patellar center (disorder),,
,,203389008,Juvenile osteochondrosis of the secondary patellar center (disorder),,
,,72047008,Juvenile osteochondrosis of tibial tubercle (disorder),,
,,79353000,Tibia vara (disorder),,
,,355208009,Juvenile osteochondrosis of lower extremity (disorder),,
,,430505004,Osteochondritis of proximal tibia (disorder),,
,,430506003,Osteochondritis of tibial tubercle (disorder),,
,,1.58754E+16,Varus deformity of bilateral tibias (disorder),,
,,1.60116E+16,Juvenile osteochondrosis of tibial tuberosity of bilateral knees (disorder),,
,,34359005,Juvenile osteochondrosis of tarsal navicular (disorder),,
,,77173005,Juvenile osteochondrosis of talus (disorder),,
,,84902000,Juvenile osteochondrosis of os tibiale (disorder),,
,,3.11951E+14,Juvenile osteochondrosis of left tarsus (disorder),,
,,3.11961E+14,Juvenile osteochondrosis of right tarsus (disorder),,
,,1.07803E+15,Juvenile osteochondrosis of right tarsal navicular (disorder),,
,,1.07804E+15,Juvenile osteochondrosis of left tarsal navicular (disorder),,
,,1.56828E+16,Juvenile osteochondrosis of bilateral tarsals (disorder),,
,,28466007,Juvenile osteochondrosis of second metatarsal (disorder),,
,,77827005,Juvenile osteochondrosis of fifth metatarsal (disorder),,
,,203395009,Osteochondrosis of fifth metatarsal (disorder),,
,,276480007,Osteochondritis of metatarsal (disorder),,
,,702604009,Osteochondrosis of head of second metatarsal (disorder),,
,,1.07806E+15,Juvenile osteochondrosis of right second metatarsal (disorder),,
,,1.07808E+15,Juvenile osteochondrosis of left second metatarsal (disorder),,
,,23890000,Calcaneal apophysitis (disorder),,
,,203392007,Juvenile osteochondrosis of the foot (disorder),,
,,287062005,Juvenile osteochondritis - leg/foot (disorder),,
,,354223006,"Juvenile osteochondrosis of lower extremity, excluding foot (disorder)",,
,,1.56388E+16,Bilateral calcaneal apophysitis (disorder),,
,,19579005,Juvenile osteochondritis (disorder),,
,,67284005,Juvenile epiphysitis (disorder),,
,,203418008,Kienbock's disease of adults (disorder),,
,,1.56921E+16,Adult Kienbock's disease of bilateral lunate (disorder),,
,,82562007,Osteochondritis dissecans (disorder),,
,,203404001,Osteochondritis dissecans of the patella (disorder),,
,,203405000,Osteochondritis dissecans of the lateral femoral condyle (disorder),,
,,203407008,Osteochondritis dissecans of the humeral head (disorder),,
,,203408003,Osteochondritis dissecans of the capitellum (disorder),,
,,203409006,Osteochondritis dissecans of the radial head (disorder),,
,,203411002,Osteochondritis dissecans of the wrist (disorder),,
,,203412009,Osteochondritis dissecans of the femoral head (disorder),,
,,203413004,Osteochondritis dissecans of the talus (disorder),,
,,240184005,Osteochondritis dissecans of the medial femoral condyle (disorder),,
,,448038004,Osteochondritis dissecans of distal femur (disorder),,
,,448039007,Osteochondritis dissecans of fibula (disorder),,
,,448040009,Osteochondritis dissecans of tibia (disorder),,
,,448967000,Osteochondritis dissecans of tarsal bone (disorder),,
,,715899006,Familial osteochondritis dissecans (disorder),,
,,726030000,Osteochondritis dissecans of metatarsal bone (disorder),,
,,3.15151E+14,Osteochondritis dissecans of left ankle (disorder),,
,,3.15181E+14,Osteochondritis dissecans of left knee (disorder),,
,,3.15211E+14,Osteochondritis dissecans of right ankle (disorder),,
,,3.15241E+14,Osteochondritis dissecans of right knee (disorder),,
,,54615002,Martin du Pan-Rutishauer disease (disorder),,
,,281465007,Traction apophysitis (disorder),,
,,29321007,Apophysitis (disorder),,
,,70736000,Osteochondritis (disorder),,
,,77881008,Osteochondropathy (disorder),,
,,122863003,Separated epiphysis (disorder),,
,,386032009,Osteochondritis of the talus (disorder),,
,,1.57424E+16,Medial epicondyle apophysitis of left elbow due to overuse (disorder),,
