"conceptId","term","read2_code","read2_term","read2_chapter"
"416992003","Heaf test grade 2 (finding)","33M3.00","Heaf test grade 2","3 - Diagnostic procedures"
"417043002","Heaf test done (situation)","33M6.00","Heaf test done","3 - Diagnostic procedures"
"417301002","Continence reassessment (procedure)","39H0.00","Continence reassessment","3 - Diagnostic procedures"
"417428006","Heaf test grade 3 (finding)","33M4.00","Heaf test grade 3","3 - Diagnostic procedures"
"417491009","Neonatal hearing test (procedure)","313K.00","Neonatal hearing test","3 - Diagnostic procedures"
"417507004","Heaf test grade 1 (finding)","33M1.00","Heaf test grade 1","3 - Diagnostic procedures"
"417555004","Intraocular pressure left eye (finding)","312J.00","Intraocular pressure left eye","3 - Diagnostic procedures"
"417562008","Community care assessment requested (situation)","3899.00","Community care assessment requested","3 - Diagnostic procedures"
"417588006","Heaf test grade 4 (finding)","33M5.00","Heaf test grade 4","3 - Diagnostic procedures"
"417621006","Temporal slowing (finding)","31C0.00","Temporal slowing","3 - Diagnostic procedures"
"417723001","Intraocular pressure right eye (finding)","312H.00","Intraocular pressure right eye","3 - Diagnostic procedures"
"420816009","New York Heart Association Classification (assessment scale)","388D.00","New York Heart Association classification of heart failure symptoms","3 - Diagnostic procedures"
"424294008","Delayed hypersensitivity skin test for tuberculin purified protein derivative (procedure)","332Z.00","Mantoux test NOS","3 - Diagnostic procedures"
"424294008","Delayed hypersensitivity skin test for tuberculin purified protein derivative (procedure)","332..13","Tuberculin skin test","3 - Diagnostic procedures"
"424489006","Mantoux test (procedure)","332..12","Mantoux test","3 - Diagnostic procedures"
"424489006","Mantoux test (procedure)","332..00","Tuberculin test - mantoux","3 - Diagnostic procedures"
"425440006","Endurance shuttle walk test (procedure)","33L3.00","Endurance shuttle walk test","3 - Diagnostic procedures"
"426166007","Dix-Hallpike maneuver (procedure)","313N.11","Dix-Hallpike test","3 - Diagnostic procedures"
"426166007","Dix-Hallpike maneuver (procedure)","313N.12","Hallpike manoeuvre","3 - Diagnostic procedures"
"426166007","Dix-Hallpike maneuver (procedure)","313N.00","Dix-Hallpike manoeuvre","3 - Diagnostic procedures"
"426177001","Electrocardiogram: sinus bradycardia (finding)","321C000","ECG: sinus bradycardia","3 - Diagnostic procedures"
"426183003","Electrocardiographic Mobitz type II atrioventricular block (finding)","329H.00","Electrocardiogram: Mobitz type 2 second degree atrioventricular block","3 - Diagnostic procedures"
"426783006","Electrocardiogram: sinus rhythm (finding)","321C.00","ECG sinus rhythm","3 - Diagnostic procedures"
"426938003","Morse falls risk assessment (assessment scale)","38VC.00","Morse Fall Scale","3 - Diagnostic procedures"
"427084000","Electrocardiogram: sinus tachycardia (finding)","321C100","ECG: sinus tachycardia","3 - Diagnostic procedures"
"428207004","Oxford hip score (observable entity)","388r.00","Oxford hip score","3 - Diagnostic procedures"
"428433009","International prostate symptom score (assessment scale)","388o.00","International prostate symptom score","3 - Diagnostic procedures"
"428442002","Pierce suicide intent scale score (observable entity)","388s.00","Pierce suicide intent scale score","3 - Diagnostic procedures"
"428519006","Mixed obstructive and restrictive ventilatory defect (finding)","337B.00","Lung function mixed defect","3 - Diagnostic procedures"
"428736000","Oxford knee score (observable entity)","388q.00","Oxford knee score","3 - Diagnostic procedures"
"428747007","Mantoux test induration measure (observable entity)","3326.00","Mantoux test induration measurement","3 - Diagnostic procedures"
"429053008","Wells deep vein thrombosis clinical probability score (observable entity)","388z.00","Wells deep vein thrombosis clinical probability score","3 - Diagnostic procedures"
"429053008","Wells deep vein thrombosis clinical probability score (observable entity)","388z.11","Deep vein thrombosis clinical probability score","3 - Diagnostic procedures"
"429712009","Bath ankylosing spondylitis disease activity index (assessment scale)","388p.00","BASDAI - Bath ankylosing spondylitis disease activity index","3 - Diagnostic procedures"
"429745009","Diurnal variation of peak expiratory flow rate (observable entity)","3395000","Diurnal variation of peak expiratory flow rate","3 - Diagnostic procedures"
"430481008","Assessment of mobility (procedure)","398..00","Mobility - assessment","3 - Diagnostic procedures"
"431188001","Transfers using hoist (finding)","398D.00","Transfers using hoist","3 - Diagnostic procedures"
"431315003","Audio recording of subject interview (procedure)","3AB4.00","Audio recording of patient interview","3 - Diagnostic procedures"
"438621004","Elderly Assessment System (assessment scale)","38Gi.00","Easy-care assessment tool","3 - Diagnostic procedures"
"439313007","Canadian occupational performance measure (assessment scale)","38Qs.00","Canadian Occupational Performance Measure","3 - Diagnostic procedures"
"439359009","Patients At Risk of Re-hospitalization case finding tool (assessment scale)","38DD.00","Patients at risk of re-hospitalisation case finding tool score","3 - Diagnostic procedures"
"439492002","Therapy outcome measure (assessment scale)","38GE.00","Therapy outcome measure","3 - Diagnostic procedures"
"439492002","Therapy outcome measure (assessment scale)","38GE.11","TOM - Therapy outcome measure","3 - Diagnostic procedures"
"439924000","Occupational self assessment version 2.2 (assessment scale)","38Gz.00","Occupational Self Assessment version 2.2","3 - Diagnostic procedures"
"440401008","Vascular disease risk assessment (procedure)","38B1.00","Vascular disease risk assessment","3 - Diagnostic procedures"
"440683003","Model of Human Occupation Screening Tool version 2.0 (assessment scale)","38Gy.00","Model of Human Occupation Screening Tool version 2.0","3 - Diagnostic procedures"
"441814005","Delayed hypersensitivity skin test for histoplasmin positive (finding)","3344.00","Histoplasmosis test positive","3 - Diagnostic procedures"
"441829007","Assessment for risk of cardiovascular disease (procedure)","38B1.11","Cardiovascular disease risk assessment","3 - Diagnostic procedures"
"441841000","Pinhole visual acuity test (procedure)","312L.00","Visual acuity pinhole test","3 - Diagnostic procedures"
"441844008","Delayed hypersensitivity skin test for histoplasmin negative (finding)","3343.00","Histoplasmosis test negative","3 - Diagnostic procedures"
"441857000","Forced vital capacity before bronchodilation (observable entity)","339s.00","Forced vital capacity before bronchodilation","3 - Diagnostic procedures"
"441941004","Edinburgh claudication questionnaire (assessment scale)","38DJ.00","Edinburgh claudication questionnaire","3 - Diagnostic procedures"
"441989008","Delayed hypersensitivity skin test for histoplasmin not done (situation)","3342.00","Histoplasmosis test not done","3 - Diagnostic procedures"
"442239006","European pressure ulcer advisory panel classification (observable entity)","38Dr.00","EPUAP (European pressure ulcer advisory panel) classification system","3 - Diagnostic procedures"
"442393007","Delayed hypersensitivity skin test for histoplasmin done (situation)","3341.00","Histoplasmosis test done","3 - Diagnostic procedures"
"443259004","Confusion, respiratory rate, blood pressure, 65 years of age or older score (assessment scale)","38DN.00","Confusion, respiratory rate, blood pressure, 65 years of age or older score","3 - Diagnostic procedures"
"443259004","Confusion, respiratory rate, blood pressure, 65 years of age or older score (assessment scale)","38DN.11","CRB-65 score","3 - Diagnostic procedures"
"443313003","Finnish diabetes risk score (assessment scale)","38DK.00","Finnish diabetes risk score","3 - Diagnostic procedures"
"443318007","Tinetti balance and gait scale (assessment scale)","38Gs.00","Tinetti balance and gait scale","3 - Diagnostic procedures"
"443320005","Uses single walking stick (finding)","39B4.00","Uses single walking stick","3 - Diagnostic procedures"
"443349002","Disease activity score in rheumatoid arthritis (assessment scale)","38DZ.00","Disease activity score in rheumatoid arthritis","3 - Diagnostic procedures"
"443349002","Disease activity score in rheumatoid arthritis (assessment scale)","38DZ.11","DAS - Disease activity score","3 - Diagnostic procedures"
"443392007","Uses single crutch for walking (finding)","39B6.00","Uses single crutch for walking","3 - Diagnostic procedures"
"443450003","Asthma control test (assessment scale)","38DL.00","Asthma control test","3 - Diagnostic procedures"
"443635002","Fitzpatrick classification of skin type (assessment scale)","38DQ.00","Fitzpatrick classification of skin type","3 - Diagnostic procedures"
"443663000","Uses two crutches for walking (finding)","39B7.00","Uses two crutches for walking","3 - Diagnostic procedures"
"443699005","Uses two walking sticks (finding)","39B5.00","Uses two walking sticks","3 - Diagnostic procedures"
"443728000","Disease activity score 28 joint in rheumatoid arthritis (assessment scale)","38DZ000","Disease activity score 28 joint in rheumatoid arthritis","3 - Diagnostic procedures"
"443749004","Assessment of risk of venous thromboembolism (procedure)","38B1100","Assessment of risk of venous thromboembolism","3 - Diagnostic procedures"
"444642008","Measurement of expired nitric oxide (procedure)","3C...00","Exhaled nitric oxide test","3 - Diagnostic procedures"
"444875003","Disabilities of the arm shoulder and hand questionnaire (assessment scale)","38V4.00","Disabilities of the Arm, Shoulder and Hand outcome measurement","3 - Diagnostic procedures"
"444948009","Disabilities of the arm shoulder and hand outcome measure score (observable entity)","38Dl.00","Disabilities of the arm shoulder and hand outcome measure score","3 - Diagnostic procedures"
"444984002","Dynamic gait index (assessment scale)","38V2.00","Dynamic Gait Index","3 - Diagnostic procedures"
"444985001","Five shot questionnaire on heavy drinking (assessment scale)","38Df.00","Five-shot questionnaire on heavy drinking","3 - Diagnostic procedures"
"445019007","Confusion, urea, respiratory rate, blood pressure, 65 years of age or older score (assessment scale)","38DS.00","Confusion, urea, respiratory rate, blood pressure, 65 years of age or older score","3 - Diagnostic procedures"
"445074007","Mini asthma quality of life questionnaire (assessment scale)","38DV.00","Mini asthma quality of life questionnaire","3 - Diagnostic procedures"
"445118002","Left anterior fascicular block on electrocardiogram (finding)","329D.00","ECG: left anterior fascicular block","3 - Diagnostic procedures"
"445161004","Vestibular function test normal (finding)","3133000","Vestibular function test normal","3 - Diagnostic procedures"
"445190005","Androgen deficiency in the aging male questionnaire (assessment scale)","38Dc.00","Androgen deficiency in the ageing male questionnaire","3 - Diagnostic procedures"
"445210000","Percentage of predicted forced vital capacity (observable entity)","3396200","Percentage of predicted forced vital capacity","3 - Diagnostic procedures"
"445211001","Left posterior fascicular block on electrocardiogram (finding)","329E.00","ECG: left posterior fascicular block","3 - Diagnostic procedures"
"445263008","Right bundle branch block and left anterior fascicular block on electrocardiogram (finding)","329F.00","ECG: right bundle branch and left anterior fascicular block","3 - Diagnostic procedures"
"445263008","Right bundle branch block and left anterior fascicular block on electrocardiogram (finding)","329F.00","ECG: right bundle branch and left anterior fascicular block","3 - Diagnostic procedures"
"445309007","Trifascicular block on electrocardiogram (finding)","329B.00","ECG: trifascicular block","3 - Diagnostic procedures"
"445312005","Clinical chronic obstructive pulmonary disease questionnaire (assessment scale)","38Dd.00","Clinical chronic obstructive pulmonary disease questionnaire","3 - Diagnostic procedures"
"445389005","Percentage of predicted vital capacity (observable entity)","339t.00","Percentage of predicted vital capacity","3 - Diagnostic procedures"
"445393004","Right bundle branch block and left posterior fascicular block on electrocardiogram (finding)","329G.00","ECG: right bundle branch and left posterior fascicular block","3 - Diagnostic procedures"
"445412006","Addenbrooke's cognitive examination revised (assessment scale)","3AF..00","Addenbrooke's cognitive examination revised","3 - Diagnostic procedures"
"445414007","Canadian Study of Health and Aging clinical frailty scale (assessment scale)","38DW.11","Rockwood clinical frailty scale","3 - Diagnostic procedures"
"445414007","Canadian Study of Health and Aging clinical frailty scale (assessment scale)","38DW.00","Canadian Study of Health and Aging clinical frailty scale","3 - Diagnostic procedures"
"445452008","Addiction Research Foundation Clinical Institute Withdrawal Assessment for Alcohol (assessment scale)","38QE.00","Addiction Research Foundation Clinical Institute Withdrawal Assessment for Alcohol","3 - Diagnostic procedures"
"445455005","Generalized anxiety disorder 7 item score (observable entity)","388w.00","Generalised anxiety disorder 7 item score","3 - Diagnostic procedures"
"445455005","Generalized anxiety disorder 7 item score (observable entity)","388w.11","GAD-7 score","3 - Diagnostic procedures"
"445466003","Forced expired volume in 1 second reversibility (observable entity)","339O000","Forced expired volume in 1 second reversibility","3 - Diagnostic procedures"
"445481009","Bifascicular block on electrocardiogram (finding)","329C.00","ECG: bifascicular block","3 - Diagnostic procedures"
"445483007","Berlin questionnaire for sleep apnea (assessment scale)","38Da.00","Berlin questionnaire for sleep apnoea","3 - Diagnostic procedures"
"445520006","Visual infusion phlebitis score (observable entity)","38Db.00","Visual infusion phlebitis score","3 - Diagnostic procedures"
"445531003","Asthma control questionnaire (assessment scale)","38DT.00","Asthma control questionnaire","3 - Diagnostic procedures"
"445871000","Therapy outcome measure participation scale (assessment scale)","38GE200","Therapy outcome measure participation scale","3 - Diagnostic procedures"
"445883003","Therapy outcome measure impairment scale (assessment scale)","38GE000","Therapy outcome measure impairment scale","3 - Diagnostic procedures"
"445958004","Erection hardness score (observable entity)","38G9.00","Erection hardness score","3 - Diagnostic procedures"
"445966008","Assessment for home oxygen therapy (procedure)","389A.00","Assessment for home oxygen therapy","3 - Diagnostic procedures"
"446077009","Automated otoacoustic emission test (procedure)","313M.00","Automated oto-acoustic emission test","3 - Diagnostic procedures"
"446085000","12-item general health questionnaire score (observable entity)","38Dt.00","GHQ (general health questionnaire) 12-item score","3 - Diagnostic procedures"
"446087008","Montgomery-Åsberg depression rating scale (assessment scale)","38Dq.00","MADRS - Montgomery-Asberg depression rating scale","3 - Diagnostic procedures"
"446171007","Therapy outcome measure wellbeing scale (assessment scale)","38GE300","Therapy outcome measure wellbeing scale","3 - Diagnostic procedures"
"446173005","Therapy outcome measure activity scale (assessment scale)","38GE100","Therapy outcome measure activity scale","3 - Diagnostic procedures"
"446331005","Neck disability index score (observable entity)","38Dj.00","Neck disability index","3 - Diagnostic procedures"
"446664001","Modified checklist for autism in toddlers score (observable entity)","38Dn.00","Modified checklist for autism in toddlers","3 - Diagnostic procedures"
"446825002","Eating disorder examination questionnaire (assessment scale)","38Do.00","Eating disorder examination questionnaire","3 - Diagnostic procedures"
"447009000","Obstructive ventilatory defect (finding)","337C.11","Lung function obstructed","3 - Diagnostic procedures"
"447009000","Obstructive ventilatory defect (finding)","337C.00","Obstructive ventilatory defect","3 - Diagnostic procedures"
"447234009","Subgroups for targeted treatment back screening tool (assessment scale)","38GA.00","Subgrouping to target treatment back screening tool","3 - Diagnostic procedures"
"447234009","Subgroups for targeted treatment back screening tool (assessment scale)","38GA.11","STarT back screening tool","3 - Diagnostic procedures"
"447254005","Percentage predicted forced expiratory volume in 1 second after bronchodilation (observable entity)","339S000","Percentage predicted forced expiratory volume in 1 second after bronchodilation","3 - Diagnostic procedures"
"447271006","Checklist for autism in toddlers (assessment scale)","38Dm.00","Checklist for autism in toddlers","3 - Diagnostic procedures"
"447278000","Short health anxiety inventory (assessment scale)","38GQ.00","Short health anxiety inventory","3 - Diagnostic procedures"
"447316007","Mini-mental state examination score (observable entity)","388V.00","Mini mental state score","3 - Diagnostic procedures"
"448003001","Royal College of Physicians 3 questions score (observable entity)","388t000","Royal College of Physicians asthma assessment three questions score","3 - Diagnostic procedures"
"448382002","European system for cardiac operative risk evaluation (assessment scale)","3889.00","Euroscore for angina","3 - Diagnostic procedures"
"448615001","Ages and Stages Questionnaires Third Edition (assessment scale)","38W..00","Ages and Stages Questionnaires Third Edition scores - 1","3 - Diagnostic procedures"
"448615001","Ages and Stages Questionnaires Third Edition (assessment scale)","38W0.00","Ages and Stages Questionnaires Third Edition scores - 2","3 - Diagnostic procedures"
"448615001","Ages and Stages Questionnaires Third Edition (assessment scale)","38QR.00","Ages and stages questionnaires third edition","3 - Diagnostic procedures"
"450360000","Coronary artery calcium score (observable entity)","38Dx.00","Coronary artery calcium score","3 - Diagnostic procedures"
"450361001","Clinical opiate withdrawal scale (assessment scale)","38G1.00","Clinical opiate withdrawal scale","3 - Diagnostic procedures"
"450726005","Impact of event scale revised (assessment scale)","38Dy.00","Impact of event scale revised","3 - Diagnostic procedures"
"450739009","Strengths and difficulties questionnaire (assessment scale)","38G0.00","Strengths and difficulties questionnaire","3 - Diagnostic procedures"
"450740006","Children's global assessment scale (assessment scale)","38Ga.00","Children's global assessment scale","3 - Diagnostic procedures"
"450749007","Sexual health inventory for men (assessment scale)","38G2.00","Sexual health inventory for men","3 - Diagnostic procedures"
"450749007","Sexual health inventory for men (assessment scale)","38G2.11","International index of erectile function - 5 items","3 - Diagnostic procedures"
"450759008","Framingham coronary heart disease 10 year risk score (observable entity)","3888.00","Framingham coronary heart disease 10 year risk score","3 - Diagnostic procedures"
"473203000","Assessment of dementia (procedure)","3A...12","Dementia assessment","3 - Diagnostic procedures"
"473345001","Eating disorder examination questionnaire eating concern subscale score (observable entity)","38Do100","EDE-Q (eating disorder examination questionnaire) eating concern subscale","3 - Diagnostic procedures"
"473346000","Eating disorder examination questionnaire shape concern subscale score (observable entity)","38Do200","EDE-Q (eating disorder examination questionnaire) shape concern subscale","3 - Diagnostic procedures"
"473347009","Eating disorder examination questionnaire weight concern subscale score (observable entity)","38Do300","EDE-Q (eating disorder examination questionnaire) weight concern subscale","3 - Diagnostic procedures"
"473348004","Eating disorder examination questionnaire restraint subscale score (observable entity)","38Do000","EDE-Q (eating disorder examination questionnaire) restraint subscale","3 - Diagnostic procedures"
"698527003","Assessment for risk of self harm (procedure)","38B9.00","Assessment for risk of self harm","3 - Diagnostic procedures"
"698942005","Failed endometrial biopsy (situation)","3B4..00","Failed endometrial biopsy","3 - Diagnostic procedures"
"699113009","Expiratory positive airway pressure (observable entity)","339v.00","Expiratory positive airway pressure","3 - Diagnostic procedures"
"699200007","Pittsburgh sleep quality index (assessment scale)","38D0.00","Pittsburgh sleep quality index","3 - Diagnostic procedures"
"700447005","Colposcopy normal (finding)","3614300","Colposcopy normal","3 - Diagnostic procedures"
"700450008","Colposcopy abnormal (finding)","3615400","Colposcopy abnormal","3 - Diagnostic procedures"
"700464008","Assessment of psychotic and behavioral symptoms of dementia (procedure)","38C1300","Assessment of psychotic and behavioural symptoms of dementia","3 - Diagnostic procedures"
"703257008","Assessment of cause of psychotic and behavioral symptoms (procedure)","38C1400","Assessment of cause of psychotic and behavioural symptoms","3 - Diagnostic procedures"
"704045001","Housing assessment completed (situation)","389D.00","Housing assessment completed","3 - Diagnostic procedures"
"704154001","Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalized ratio, elderly over 65, and drugs/alcohol concomitantly score (assessment scale)","38G3.00","Hypertension, abnormal renal/liver function, stroke, bleeding history or predisposition, labile international normalised ratio, elderly over 65, and drugs/alcohol concomitantly score","3 - Diagnostic procedures"
"704434006","Ability to perform personal grooming activity (observable entity)","392..00","Grooming ability","3 - Diagnostic procedures"
"704437004","Independent for personal grooming (finding)","3921.00","Independent for grooming","3 - Diagnostic procedures"
"704440004","Dependent for personal grooming (finding)","3920.00","Dependent for grooming","3 - Diagnostic procedures"
"705005003","Hypomania checklist 32 item revised (assessment scale)","38Q4.00","HCL-32-R1 - hypomania checklist 32 item revised","3 - Diagnostic procedures"
"705030000","Lymphedema quality of life tool (arm) (assessment scale)","38Gx.00","LYMQOL (Lymphoedema Quality of Life Tool) - arm","3 - Diagnostic procedures"
"705031001","Lymphedema quality of life tool (leg) (assessment scale)","38Q3.00","LYMQOL (Lymphoedema Quality of Life Tool) - leg","3 - Diagnostic procedures"
"705032008","Occupational circumstances assessment interview and rating scale version 4.0 (assessment scale)","38Q1.00","OCAIRS (Occupational Circumstances Assessment Interview and Rating Scale) version 4.0","3 - Diagnostic procedures"
"705139001","Assessment of physical health (procedure)","38C2.00","Physical health assessment","3 - Diagnostic procedures"
"707206008","Assessment for bariatric surgery (procedure)","38F..00","Assessment for bariatric surgery","3 - Diagnostic procedures"
"707261001","Deterioration in ability to walk up stairs (finding)","398C.00","Deterioration in ability to walk up stairs","3 - Diagnostic procedures"
"707270003","Able to get up from floor (finding)","398F.00","Able to get up from floor","3 - Diagnostic procedures"
"707621005","Gross motor function classification system for cerebral palsy (assessment scale)","38Gw.00","Gross Motor Function Classification System for Cerebral Palsy","3 - Diagnostic procedures"
"707998009","Assessment for termination of pregnancy (procedure)","389B.00","Assessment for termination of pregnancy","3 - Diagnostic procedures"
"707999001","Assessment for sterilization procedure (procedure)","389C.00","Assessment for sterilisation procedure","3 - Diagnostic procedures"
"708735004","Epworth Sleepiness Scale (assessment scale)","388n.00","Epworth score","3 - Diagnostic procedures"
"709261005","Assessment of breastfeeding (procedure)","38J..00","Breastfeeding assessment","3 - Diagnostic procedures"
"710350003","Assessment of health needs of family done (situation)","3898.00","Family health needs assessment done","3 - Diagnostic procedures"
"710763006","Independent in cooking (finding)","39J..00","Independent in cooking","3 - Diagnostic procedures"
"711380001","Assessment for minor surgery (procedure)","38H..00","Assessment for minor surgery","3 - Diagnostic procedures"
"711382009","Unable to perform spirometry (finding)","3372000","Unable to perform spirometry","3 - Diagnostic procedures"
"711387003","Deterioration in ability to walk (finding)","398B.00","Deterioration in ability to walk","3 - Diagnostic procedures"
"713048001","Measure Yourself Medical Outcome Profile (assessment scale)","38Qz.00","Measure Yourself Medical Outcome Profile","3 - Diagnostic procedures"
"713062008","Sure of myself, Understand information, Risk-benefit ratio, Encouragement test (assessment scale)","38Qp.00","SURE (Sure of myself, Understand information, Risk-benefit ratio, Encouragement) test","3 - Diagnostic procedures"
"713076009","Antenatal risk assessment (procedure)","38B6.00","Antenatal risk assessment","3 - Diagnostic procedures"
"713198003","Oxford Cognitive Screen (assessment scale)","38Qr.00","Oxford Cognitive Screen","3 - Diagnostic procedures"
"713262003","Mini-Cog brief cognitive screening test (assessment scale)","38Qn.00","Mini-Cog","3 - Diagnostic procedures"
"713630009","Groningen Frailty Indicator (assessment scale)","38Qk.00","GFI - Groningen Frailty Indicator","3 - Diagnostic procedures"
"713634000","Frailty Index (assessment scale)","38Ql.00","FI - Frailty Index","3 - Diagnostic procedures"
"713663002","Carer Support Needs Assessment Tool (assessment scale)","38Qy.00","Carer Support Needs Assessment Tool","3 - Diagnostic procedures"
"713863004","Patient Activation Measure (assessment scale)","38Qo.00","PAM - Patient Activation Measure","3 - Diagnostic procedures"
"714281003","DemTect scale (assessment scale)","38Qj.00","DemTect scale","3 - Diagnostic procedures"
"714283000","Short Physical Performance Battery (assessment scale)","38Qq.00","Short Physical Performance Battery","3 - Diagnostic procedures"
"714284006","Everyday Cognition questionnaire (assessment scale)","38Qv.00","Everyday Cognition questionnaire","3 - Diagnostic procedures"
"714284006","Everyday Cognition questionnaire (assessment scale)","38Qv.11","ECog (Everyday Cognition) questionnaire","3 - Diagnostic procedures"
"714287004","Pain Self-efficacy Questionnaire (assessment scale)","38VH.00","PSEQ - Pain Self-Efficacy Questionnaire","3 - Diagnostic procedures"
"715076006","Able to transfer from bed to chair (finding)","3961.00","Able to sit: chair/bed trans.","3 - Diagnostic procedures"
"715089000","Dependent transfer from bed to chair (finding)","3960.00","Dependent: chair/bed transfer","3 - Diagnostic procedures"
"715125006","Independent transfer from bed to chair (finding)","3963.00","Independent: chair/bed transf.","3 - Diagnostic procedures"
"715127003","Minimal help transferring from chair to bed (finding)","3962.00","Minimal help: chair/bed trans.","3 - Diagnostic procedures"
"715815004","St. Mark's incontinence score (observable entity)","38VN.00","St. Mark's incontinence score","3 - Diagnostic procedures"
"716520000","Ottawa ankle rules assessment (procedure)","387B.00","Ottawa ankle rules assessment","3 - Diagnostic procedures"
"717350000","Centor criteria (assessment scale)","38VF.00","Centor criteria","3 - Diagnostic procedures"
"717351001","Pain Catastrophizing Scale (assessment scale)","38VG.00","PCS - Pain Catastrophizing Scale","3 - Diagnostic procedures"
"718022007","Assessment for risk of harm to others (procedure)","38BA.00","Assessment for risk of harm to others","3 - Diagnostic procedures"
"718087004","QRISK2 cardiovascular disease 10 year risk score (observable entity)","38DP.00","QRISK2 cardiovascular disease 10 year risk score","3 - Diagnostic procedures"
"718161002","Modified Strengths and Difficulties Questionnaire 8 (assessment scale)","38G0600","Modified Strengths and Difficulties Questionnaire 8","3 - Diagnostic procedures"
"718206001","Oxford Hip Score using revised scoring system (observable entity)","388r000","Oxford hip score using revised scoring system","3 - Diagnostic procedures"
"718366000","Beck Depression Inventory II score (observable entity)","388g.00","Beck depression inventory second edition score","3 - Diagnostic procedures"
"718427009","Warwick Edinburgh Mental Well Being Scale (assessment scale)","38Q0.00","Warwick-Edinburgh Mental Well-being Scale","3 - Diagnostic procedures"
"718440004","Clinical Outcomes in Routine Evaluation Learning Disabilities (assessment scale)","38VB.00","Clinical Outcomes in Routine Evaluation - Learning Disabilities","3 - Diagnostic procedures"
"718440004","Clinical Outcomes in Routine Evaluation Learning Disabilities (assessment scale)","38VB.11","CORE - LD (Clinical Outcomes in Routine Evaluation - Learning Disabilities)","3 - Diagnostic procedures"
"718561009","Screening Tool to Alert doctors to Right Treatment (assessment scale)","38VW.00","START - Screening Tool to Alert doctors to Right Treatment","3 - Diagnostic procedures"
"718580006","Dyadic Assessment of Naturalistic Caregiver child Experiences (assessment scale)","38Vj.00","Dyadic Assessment of Naturalistic Caregiver-child Experiences","3 - Diagnostic procedures"
"718583008","Clinical Outcomes in Routine Evaluation 10 clinical score (observable entity)","388y.00","Clinical outcomes in routine evaluation 10 item score","3 - Diagnostic procedures"
"718583008","Clinical Outcomes in Routine Evaluation 10 clinical score (observable entity)","388y.11","CORE-10 score","3 - Diagnostic procedures"
"718619009","Clinical Institute Withdrawal Assessment for Benzodiazepines scale (assessment scale)","38Vl.00","CIWA-B (Clinical Institute Withdrawal Assessment for Benzodiazepines) scale","3 - Diagnostic procedures"
"718639008","Mothers' Object Relations Scale - Short Form (assessment scale)","38VS.00","Mothers' Object Relations Scale - Short Form","3 - Diagnostic procedures"
"718641009","Mothers' Object Relations Scale - Short Form - Warmth Subscale (assessment scale)","38VS000","Mothers' Object Relations Scale - Short Form - Warmth Subscale","3 - Diagnostic procedures"
"718642002","Mothers' Object Relations Scale - Short Form - Invasiveness Subscale (assessment scale)","38VS100","Mothers' Object Relations Scale - Short Form - Invasiveness Subscale","3 - Diagnostic procedures"
"718644001","Screening Tool of Older Person's Prescriptions (assessment scale)","38VV.00","STOPP - Screening Tool of Older Person's Prescriptions","3 - Diagnostic procedures"
"718646004","Amyotrophic Lateral Sclerosis Functional Rating Scale Revised (assessment scale)","38VT.00","Amyotrophic Lateral Sclerosis Functional Rating Scale - Revised","3 - Diagnostic procedures"
"718699005","Lysholm Knee Scoring Scale (assessment scale)","38Vo.00","Lysholm Knee Scoring Scale","3 - Diagnostic procedures"
"718863002","Lower Extremity Functional Scale (assessment scale)","38Vn.00","Lower Extremity Functional Scale","3 - Diagnostic procedures"
"718957007","Integrated Palliative care Outcome Scale 5 Staff Version (1 week recall period) (assessment scale)","38Vh.00","IPOS-5 (Integrated Palliative care Outcome Scale 5) - Staff Version (1 week recall period)","3 - Diagnostic procedures"
"718967002","Integrated Palliative care Outcome Scale - Staff Version (1 week recall period) (assessment scale)","38Vi.00","IPOS (Integrated Palliative care Outcome Scale) - Staff Version (1 week recall period)","3 - Diagnostic procedures"
"718969004","Integrated Palliative care Outcome Scale 5 Staff Version (3 day recall period) (assessment scale)","38Vb.00","IPOS-5 (Integrated Palliative care Outcome Scale 5) - Staff Version (3 day recall period)","3 - Diagnostic procedures"
"718971004","Integrated Palliative care Outcome Scale Staff Version (3 day recall period) (assessment scale)","38VY.00","IPOS (Integrated Palliative care Outcome Scale) - Staff Version (3 day recall period)","3 - Diagnostic procedures"
"718973001","Integrated Palliative care Outcome Scale Patient Version (3 day recall period) (assessment scale)","38Vd.00","IPOS (Integrated Palliative care Outcome Scale) - Patient Version (3 day recall period)","3 - Diagnostic procedures"
"718974007","Integrated Palliative care Outcome Scale 5 Patient Version (3 day recall period) (assessment scale)","38Ve.00","IPOS-5 (Integrated Palliative care Outcome Scale 5) - Patient Version (3 day recall period)","3 - Diagnostic procedures"
"718975008","Integrated Palliative care Outcome Scale Patient Version (1 week recall period) (assessment scale)","38Vg.00","IPOS (Integrated Palliative care Outcome Scale) - Patient Version (1 week recall period)","3 - Diagnostic procedures"
"718976009","Integrated Palliative care Outcome Scale 5 Patient Version (1 week recall period) (assessment scale)","38Vf.00","IPOS-5 (Integrated Palliative care Outcome Scale 5) - Patient Version (1 week recall period)","3 - Diagnostic procedures"
"719127006","Patient-Specific Functional Scale (assessment scale)","38Vq.00","Patient-Specific Functional Scale","3 - Diagnostic procedures"
"719128001","Patient-Oriented Eczema Measure (assessment scale)","38Vp.00","POEM - Patient-Oriented Eczema Measure","3 - Diagnostic procedures"
