"conceptId","term","read2_code","read2_term","read2_chapter"
"160178001","Rail transport occupation (occupation)","0I2..00","Rail transport occupation","0 - Occupations"
"160179009","Foreman - rail transport (occupation)","0I21.00","Foreman - rail transport","0 - Occupations"
"160181006","Rail secondman (occupation)","0I23.00","Rail secondman","0 - Occupations"
"160183009","Road transport occupation (occupation)","0I3..00","Road transport occupation","0 - Occupations"
"160183009","Road transport occupation (occupation)","0I3Z.00","Road transport NOS","0 - Occupations"
"160184003","Foreman - road transport (occupation)","0I31.00","Foreman - road transport","0 - Occupations"
"160185002","Bus inspector (occupation)","0I32.00","Bus inspector","0 - Occupations"
"160187005","Heavy goods vehicle driver (occupation)","0I34.00","Heavy goods vehicle driver","0 - Occupations"
"160187005","Heavy goods vehicle driver (occupation)","0I34.11","HGV driver","0 - Occupations"
"160188000","Light goods vehicle driver (occupation)","0I35.00","Light goods vehicle driver","0 - Occupations"
"160189008","Road sweeper driver (occupation)","0I38.00","Road sweeper driver","0 - Occupations"
"160190004","Road patrolman (occupation)","0I39.00","Road patrolman","0 - Occupations"
"160191000","Driver's mate (occupation)","0I3B.00","Driver's mate","0 - Occupations"
"160194008","Foreman - civil engineering equipment work (occupation)","0I41.00","Foreman-civil eng.equip. work","0 - Occupations"
"160195009","Mechanical plant driver (occupation)","0I42.00","Mechanical plant driver","0 - Occupations"
"160196005","Mechanical truck driver (occupation)","0I44.00","Mechanical truck driver","0 - Occupations"
"160200000","Foreman - materials moving/storing (occupation)","0IZ1.00","Foreman-materials moving/store","0 - Occupations"
"160201001","Storekeeper (occupation)","0IZ2.00","Storekeeper","0 - Occupations"
"160202008","Warehouseman (occupation)","0IZ3.00","Warehouseman","0 - Occupations"
"160203003","Cellarman (occupation)","0IZ4.00","Cellarman","0 - Occupations"
"160204009","Stevedore (occupation)","0IZ5.00","Stevedore","0 - Occupations"
"160205005","Furniture remover (occupation)","0IZ7.00","Furniture remover","0 - Occupations"
"160206006","Goods porter (occupation)","0IZ8.00","Goods porter","0 - Occupations"
"160207002","Loader (occupation)","0IZ9.00","Loader","0 - Occupations"
"160208007","Baggage porter (occupation)","0IZA.00","Baggage porter","0 - Occupations"
"160209004","Refuse collector/dustman (occupation)","0IZB.00","Refuse collector/dustman","0 - Occupations"
"160209004","Refuse collector/dustman (occupation)","0IZB.12","Refuse collector","0 - Occupations"
"160209004","Refuse collector/dustman (occupation)","0IZB.11","Dustman","0 - Occupations"
"160214000","Nuclear plant operator (occupation)","0Z12.00","Nuclear plant operator","0 - Occupations"
"160215004","Power station worker (occupation)","0Z13.00","Power station worker","0 - Occupations"
"160216003","Turbine operator (occupation)","0Z14.00","Turbine operator","0 - Occupations"
"160217007","Crematorium furnace worker (occupation)","0Z17.00","Crematorium furnace worker","0 - Occupations"
"160218002","Boiler operator (occupation)","0Z18.00","Boiler operator","0 - Occupations"
"160219005","Valveman (occupation)","0Z1A.00","Valveman","0 - Occupations"
"160220004","Turncock (occupation)","0Z1B.00","Turncock","0 - Occupations"
"160221000","Electricity switchboard operator (occupation)","0Z1C.00","Electricity switchboard op.","0 - Occupations"
"160222007","Pumpman (occupation)","0Z1D.00","Pumpman","0 - Occupations"
"160234004","Salvation Army member (person)","0Z4..00","Salvation Army Member","0 - Occupations"
"223366009","Healthcare professional (occupation)","03Y..00","Other health occupations","0 - Occupations"
"223366009","Healthcare professional (occupation)","03...13","Health profession","0 - Occupations"
"223366009","Healthcare professional (occupation)","03Y2.00","Other practice staff","0 - Occupations"
"223366009","Healthcare professional (occupation)","03Y3.00","Other health professional","0 - Occupations"
"223366009","Healthcare professional (occupation)","03Y1.00","Other practice health professional","0 - Occupations"
"224563006","Mental health nurse (occupation)","03FW.00","Mental health nurse","0 - Occupations"
"224564000","Community mental health nurse (occupation)","03FV.00","Community psychiatric nurse","0 - Occupations"
"224572003","Nursing sister (occupation)","03F9.00","Nursing sister/charge nurse","0 - Occupations"
"224578004","Nursery nurse (occupation)","03FS.00","Nursery nurse","0 - Occupations"
"224595007","Professional counselor (occupation)","03J9.00","Professional counsellor","0 - Occupations"
"224606009","Technical healthcare occupation (occupation)","03KZ.00","Medical/dental technicians NOS","0 - Occupations"
"224936003","General practitioner locum (occupation)","03DI.00","General practitioner locum","0 - Occupations"
"229774002","Caregiver (occupation)","03Y4.00","Other regular care provider","0 - Occupations"
"236297007","Civil servant (occupation)","02Z..11","Civil servant NOS","0 - Occupations"
"236298002","Teacher of the handicapped (occupation)","038Z.13","Handicapped teacher","0 - Occupations"
"236299005","Natural scientist (occupation)","056..00","Other natural scientists","0 - Occupations"
"236299005","Natural scientist (occupation)","056Z.00","Natural scientist NOS","0 - Occupations"
"236300002","Electrical engineer (occupation)","05BZ.00","Elect.engineer NOS","0 - Occupations"
"236301003","Computer engineer (occupation)","05EZ.11","Computer engineer","0 - Occupations"
"236304006","Building assistant (occupation)","05N..11","Building assistant","0 - Occupations"
"236305007","Joined military forces (finding)","091Z.11","Joined military forces","0 - Occupations"
"236311005","Millman - masticating (occupation)","0CZ6.11","Millman - maticating","0 - Occupations"
"236314002","Metal furnaceman (occupation)","0E14.00","Other metal furnaceman","0 - Occupations"
"236314002","Metal furnaceman (occupation)","0E14.11","Furnaceman - metal NOS","0 - Occupations"
"236315001","Fitter's mate (occupation)","0E4Z.11","Fitter's mate","0 - Occupations"
"236321002","Supervisor (occupation)","0Z21.00","Supervisor NOS","0 - Occupations"
"236322009","Foreman (occupation)","0Z22.00","Foreman NOS","0 - Occupations"
"236324005","Factory worker (occupation)","0Z33.00","Factory worker NOS","0 - Occupations"
"265911003","Top manager (occupation)","01...00","Top managers","0 - Occupations"
"265911003","Top manager (occupation)","01Z..00","Other top managers","0 - Occupations"
"265912005","Top manager - business (occupation)","013..00","Top managers - business","0 - Occupations"
"265912005","Top manager - business (occupation)","013Z.00","Top manager - business NOS","0 - Occupations"
"265913000","Counsel (occupation)","0213.13","Counsel - legal","0 - Occupations"
"265913000","Counsel (occupation)","0213.00","Counsel","0 - Occupations"
"265914006","Adjudicator (occupation)","022..00","Adjudicators","0 - Occupations"
"265914006","Adjudicator (occupation)","022Z.00","Adjudicator NOS","0 - Occupations"
"265915007","Housing/planning inspector (occupation)","0221.00","Housing/planning inspector","0 - Occupations"
"265915007","Housing/planning inspector (occupation)","022..14","Inspector - housing/plan","0 - Occupations"
"265916008","Estimator/valuer/assessor (occupation)","025Z.00","Estimator/valuer/assessor NOS","0 - Occupations"
"265916008","Estimator/valuer/assessor (occupation)","025..00","Estimators/valuers/assessors","0 - Occupations"
"265917004","Finance/investment specialist (occupation)","026..00","Finance/investment specialists","0 - Occupations"
"265917004","Finance/investment specialist (occupation)","026Z.00","Finance/invest. specialist NOS","0 - Occupations"
"265918009","Insurance/tax specialist (occupation)","027Z.00","Insurance/tax specialist NOS","0 - Occupations"
"265918009","Insurance/tax specialist (occupation)","027..00","Insurance/tax specialist","0 - Occupations"
"265919001","Personnel/industrial relations (occupation)","028Z.00","Personnel/indust.relat. NOS","0 - Occupations"
"265919001","Personnel/industrial relations (occupation)","028..00","Personel/industrial relations","0 - Occupations"
"265920007","Organization/work study specialist (occupation)","029..00","Organisation/work study spec.","0 - Occupations"
"265920007","Organization/work study specialist (occupation)","029Z.00","Organisation/work study NOS","0 - Occupations"
"265921006","Marketing/sales executive (occupation)","02C..00","Marketing/sales executives","0 - Occupations"
"265921006","Marketing/sales executive (occupation)","02CZ.00","Marketing/sales executive NOS","0 - Occupations"
"265922004","Advertising/public relations (occupation)","02DZ.00","Advertising/public relat. NOS","0 - Occupations"
"265922004","Advertising/public relations (occupation)","02D..00","Advertising/public relations","0 - Occupations"
"265923009","Purchasing officer/buyer (occupation)","02EZ.00","Purchasing officer/buyer NOS","0 - Occupations"
"265923009","Purchasing officer/buyer (occupation)","02E..00","Purchasing officers/buyers","0 - Occupations"
"265924003","Property/estate manager (occupation)","02F..00","Property/estate manager","0 - Occupations"
"265924003","Property/estate manager (occupation)","02FZ.00","Property/estate manager NOS","0 - Occupations"
"265925002","Trainee librarian (occupation)","02G5.00","Trainee librarian","0 - Occupations"
"265926001","Environmental health officer (occupation)","02H1.00","Environmental health officer","0 - Occupations"
"265927005","Customs and excise officer (occupation)","02H8.00","Customs and excise officer","0 - Occupations"
"265928000","Driving/traffic examiner (occupation)","02HB.00","Driving/traffic examiner","0 - Occupations"
"265930003","Education/welfare/health profession (occupation)","03...00","Education/welfare/health prof.","0 - Occupations"
"265930003","Education/welfare/health profession (occupation)","03Z..00","Education/welfare/health NOS","0 - Occupations"
"265933001","Private driving instructor (occupation)","038A.00","Private driving instructor","0 - Occupations"
"265935008","Welfare occupation (occupation)","03A..00","Welfare occupations","0 - Occupations"
"265935008","Welfare occupation (occupation)","03AZ.00","Welfare occupation NOS","0 - Occupations"
"265936009","Religious occupation (occupation)","03BZ.00","Religious occupation NOS","0 - Occupations"
"265936009","Religious occupation (occupation)","03B..00","Religious occupations","0 - Occupations"
"265937000","Nursing occupation (occupation)","03FZ.00","Nursing occupations NOS","0 - Occupations"
"265937000","Nursing occupation (occupation)","03F..00","Nursing occupations","0 - Occupations"
"265939002","Medical/dental technicians (occupation)","03K..00","Medical/dental technicians","0 - Occupations"
"265940000","Animal health occupation (occupation)","03LZ.00","Animal health occupations NOS","0 - Occupations"
"265940000","Animal health occupation (occupation)","03L..00","Animal health occupations","0 - Occupations"
"265941001","Translator/interpreter (occupation)","041E.00","Translator/interpreter","0 - Occupations"
"265942008","Artist/sculptor (occupation)","042..00","Artists/sculptors","0 - Occupations"
"265942008","Artist/sculptor (occupation)","042Z.00","Artist/sculptor NOS","0 - Occupations"
"265943003","Etcher/engraver (occupation)","0424.00","Etcher/engraver","0 - Occupations"
"265944009","Director/producer/manager (occupation)","044Z.00","Director/producer/manager NOS","0 - Occupations"
"265944009","Director/producer/manager (occupation)","044..00","Directors/producers/managers","0 - Occupations"
"265945005","Performer (entertainment) (occupation)","046..14","Performers - entertainment","0 - Occupations"
"265945005","Performer (entertainment) (occupation)","046..12","Entertainer","0 - Occupations"
"265945005","Performer (entertainment) (occupation)","046..00","Performers (entertainment)","0 - Occupations"
"265945005","Performer (entertainment) (occupation)","046Z.00","Performer (entertainer) NOS","0 - Occupations"
"265946006","Comedian/clown (occupation)","0467.00","Comedian/clown","0 - Occupations"
"265948007","Sound/vision equipment operator (occupation)","048..00","Sound/vision/equipment operat.","0 - Occupations"
"265948007","Sound/vision equipment operator (occupation)","048Z.00","Sound/vision operator NOS","0 - Occupations"
"265949004","Professional sport occupation (occupation)","04AZ.00","Professional sport occup. NOS","0 - Occupations"
"265949004","Professional sport occupation (occupation)","04A..00","Professional sport occupations","0 - Occupations"
"265950004","Professional scientist/engineer/technologist (occupation)","05Z..00","Other science/eng./technology","0 - Occupations"
"265950004","Professional scientist/engineer/technologist (occupation)","05...00","Prof. scientists/engin/technol","0 - Occupations"
"265950004","Professional scientist/engineer/technologist (occupation)","05ZZ.00","Other science/eng./tech. NOS","0 - Occupations"
"265951000","Biological scientist/ biochemist (occupation)","051..00","Biolog scientists/biochemists","0 - Occupations"
"265952007","Civil/structural engineer (occupation)","057..00","Civil/structural engineers","0 - Occupations"
"265953002","Mining/quarrying/drilling engineer (occupation)","058Z.00","Mine/quarry/drill eng. NOS","0 - Occupations"
"265953002","Mining/quarrying/drilling engineer (occupation)","058..00","Mining/quarrying/drilling eng.","0 - Occupations"
"265955009","Heating/ventilating engineer (occupation)","05E2.00","Heating/ventilating engineer","0 - Occupations"
"265958006","Plastics technologist (occupation)","05F6.00","Plastics technologist","0 - Occupations"
"265959003","Aircraft flight deck officer (occupation)","05G..00","Flight deck officers","0 - Occupations"
"265959003","Aircraft flight deck officer (occupation)","05GZ.00","Flight deck officer NOS","0 - Occupations"
"265959003","Aircraft flight deck officer (occupation)","05G..11","Aircraft flight deck officer","0 - Occupations"
"265960008","Air traffic planning/control (occupation)","05H..00","Air traffic planning/control","0 - Occupations"
"265960008","Air traffic planning/control (occupation)","05HZ.00","Air traffic plan/control NOS","0 - Occupations"
"265961007","Ship master/officer/pilot (occupation)","05I..00","Ship masters/officers/pilots","0 - Occupations"
"265961007","Ship master/officer/pilot (occupation)","05IZ.00","Ship master/officer/pilot NOS","0 - Occupations"
"265963005","General engineering technical assistant (occupation)","05O..00","General eng. tech. assistant","0 - Occupations"
"265965003","Works/production manager (occupation)","061..00","Works/production managers","0 - Occupations"
"265965003","Works/production manager (occupation)","061Z.00","Works/production manager NOS","0 - Occupations"
"265966002","Construction manager (occupation)","063Z.00","Construction manager NOS","0 - Occupations"
"265966002","Construction manager (occupation)","063..00","Construction managers","0 - Occupations"
"265967006","Manager - underground mining (occupation)","064..00","Managers - underground mining","0 - Occupations"
"265967006","Manager - underground mining (occupation)","064Z.00","Manager-underground mining NOS","0 - Occupations"
"265968001","Manager gas production/supply (occupation)","0651.00","Manager -gas production/supply","0 - Occupations"
"265969009","Transport manager (occupation)","066Z.00","Transport manager NOS","0 - Occupations"
"265969009","Transport manager (occupation)","066..00","Transport managers","0 - Occupations"
"265970005","Manager - warehousing/stock (occupation)","067..00","Managers - warehousing/stock","0 - Occupations"
"265970005","Manager - warehousing/stock (occupation)","067Z.00","Managers-warehousing/stock NOS","0 - Occupations"
"265971009","Retail store/shop manager (occupation)","06A..00","Retail store/shop managers","0 - Occupations"
"265971009","Retail store/shop manager (occupation)","06AZ.00","Retail store/shop manager NOS","0 - Occupations"
"265972002","Catering/hotel/pub manager (occupation)","06B..00","Catering/hotel/pub managers","0 - Occupations"
"265973007","Entertainment/sports manager (occupation)","06C..00","Entertainment/sports managers","0 - Occupations"
"265974001","Manager - theatre/concert hall (occupation)","06C7.00","Manager - theatre/concert hall","0 - Occupations"
"265975000","Farming/fishing manager (occupation)","06DZ.00","Farming/fishing manager NOS","0 - Occupations"
"265975000","Farming/fishing manager (occupation)","06D..00","Farming/fishing managers","0 - Occupations"
"265977008","Costing/accounting clerk (occupation)","072Z.00","Costing/accounting clerk NOS","0 - Occupations"
"265977008","Costing/accounting clerk (occupation)","072..00","Costing/accounting clerks","0 - Occupations"
"265978003","Finance/investment/insurance clerk (occupation)","074..11","Finance clerks","0 - Occupations"
"265978003","Finance/investment/insurance clerk (occupation)","074..00","Finance/investment/ins. clerk","0 - Occupations"
"265978003","Finance/investment/insurance clerk (occupation)","074Z.00","Finance/invest./ins.clerk NOS","0 - Occupations"
"265979006","Radio/telegraph operator (occupation)","07G..00","Radio/telegraph operators","0 - Occupations"
"265979006","Radio/telegraph operator (occupation)","07GZ.00","Radio/telegraph operator NOS","0 - Occupations"
"265980009","Salesmen/shop assistant (occupation)","082Z.00","Salesman/shop assistant NOS","0 - Occupations"
"265980009","Salesmen/shop assistant (occupation)","082..00","Salesmen/shop assistants","0 - Occupations"
"265981008","Security/protective services (occupation)","09...00","Security/protective services","0 - Occupations"
"265985004","Cooks/chefs (occupation)","0A2..00","Cooks/chefs","0 - Occupations"
"265986003","Kitchen porter/hands (occupation)","0A6..00","Kitchen porters/hands","0 - Occupations"
"265986003","Kitchen porter/hands (occupation)","0A6Z.00","Kitchen porter/hand NOS","0 - Occupations"
"265988002","Domestic helper/maids (occupation)","0A8..00","Domestic helpers/maids","0 - Occupations"
"265988002","Domestic helper/maids (occupation)","0A8Z.00","Domestic helper/maid NOS","0 - Occupations"
"265989005","Travel stewards/attendants (occupation)","0A9..11","Travel steward","0 - Occupations"
"265989005","Travel stewards/attendants (occupation)","0A9Z.00","Travel steward/attendant NOS","0 - Occupations"
"265989005","Travel stewards/attendants (occupation)","0A9..00","Travel stewards/attendants","0 - Occupations"
"265990001","Medical attendants/orderlies (occupation)","0AA..00","Medical attendants/orderlies","0 - Occupations"
"265990001","Medical attendants/orderlies (occupation)","0AAZ.00","Medical attendant/orderly NOS","0 - Occupations"
"265991002","Launderer/dry cleaner (occupation)","0AHZ.00","Launderer/dry cleaner NOS","0 - Occupations"
"265991002","Launderer/dry cleaner (occupation)","0AH..00","Launderers/dry cleaners","0 - Occupations"
"265992009","Hairdresser/beauticians (occupation)","0AIZ.00","Hairdresser/beautician NOS","0 - Occupations"
"265992009","Hairdresser/beauticians (occupation)","0AI..00","Hairdressers/beauticians","0 - Occupations"
"265993004","Manicurist/pedicurist (occupation)","0AI7.00","Manicurist/pedicurist","0 - Occupations"
"265994005","Burial occupation (occupation)","0AJ..00","Burial occupations","0 - Occupations"
"265994005","Burial occupation (occupation)","0AJZ.00","Burial occupation NOS","0 - Occupations"
"265995006","Foremen - farming/horticulture (occupation)","0B1..00","Foremen-farming/horticulture","0 - Occupations"
"265997003","Stockman - pigs (occupation)","0B35.00","Stockman - pigs","0 - Occupations"
"265998008","Gardener/groundsmen (occupation)","0B5Z.00","Gardener/groundsman NOS","0 - Occupations"
"265998008","Gardener/groundsmen (occupation)","0B5..00","Gardeners/groundsmen","0 - Occupations"
"265999000","Agriculture machine operator (occupation)","0B61.00","Agriculture machine operator","0 - Occupations"
"265999000","Agriculture machine operator (occupation)","0B6..00","Agriculture machine operators","0 - Occupations"
"265999000","Agriculture machine operator (occupation)","0B6Z.00","Agriculture machine op. NOS","0 - Occupations"
"266000003","Supervisor/mates - fishing (occupation)","0B8..00","Supervisors/mates - fishing","0 - Occupations"
"266000003","Supervisor/mates - fishing (occupation)","0B8Z.00","Supervisors/mates -fishing NOS","0 - Occupations"
"266001004","Spinner (occupation)","0C23.00","Spinner","0 - Occupations"
"266002006","Textile repairer (occupation)","0C2C.00","Textile repairer","0 - Occupations"
"266003001","Line/twine/cord maker (occupation)","0C2E.00","Line/twine/cord maker","0 - Occupations"
"266004007","Chemical/gas/petrol processor (occupation)","0C4..00","Chemical/gas/petrol processors","0 - Occupations"
"266004007","Chemical/gas/petrol processor (occupation)","0C4Z.00","Chem/gas/petrol processor NOS","0 - Occupations"
"266004007","Chemical/gas/petrol processor (occupation)","0C44.00","Chemical/gas/petrol processor","0 - Occupations"
"266006009","Food/drink processor (occupation)","0C5..00","Food and drink processors","0 - Occupations"
"266006009","Food/drink processor (occupation)","0C5Z.00","Food processor NOS","0 - Occupations"
"266007000","Paper/board processor (occupation)","0C6..00","Paper and board processors","0 - Occupations"
"266007000","Paper/board processor (occupation)","0C6Z.00","Paper/board processor NOS","0 - Occupations"
"266009002","Furnaceman (occupation)","0CZ2.00","Furnaceman","0 - Occupations"
"266011006","Clay/stone worker (occupation)","0D2..00","Clay/stone workers","0 - Occupations"
"266011006","Clay/stone worker (occupation)","0D2Z.00","Clay/stone worker NOS","0 - Occupations"
"266012004","Concrete/cement maker (occupation)","0D25.00","Concrete/cement maker","0 - Occupations"
"266013009","Tile/slab caster (occupation)","0D26.00","Tile/slab caster","0 - Occupations"
"266014003","Printing/photographic processor (occupation)","0D3..00","Printing/photographic process","0 - Occupations"
"266014003","Printing/photographic processor (occupation)","0D3Z.00","Printing/photogr.process NOS","0 - Occupations"
"266015002","Bookbinder/paper worker (occupation)","0D4Z.00","Bookbinder/paper worker NOS","0 - Occupations"
"266015002","Bookbinder/paper worker (occupation)","0D4..00","Bookbinders/paper workers","0 - Occupations"
"266016001","Textile material worker (occupation)","0D5Z.00","Textile material worker NOS","0 - Occupations"
"266016001","Textile material worker (occupation)","0D5..00","Textile material workers","0 - Occupations"
"266017005","Hand sewer (occupation)","0D5D.00","Hand sewer","0 - Occupations"
"266018000","Leather worker (occupation)","0D6..00","Leather workers","0 - Occupations"
"266018000","Leather worker (occupation)","0D6..13","Leather worker","0 - Occupations"
"266018000","Leather worker (occupation)","0D6Z.00","Leather worker NOS","0 - Occupations"
"266019008","Boot/shoe maker (occupation)","0D62.00","Boot/shoe maker","0 - Occupations"
"266020002","Surgical footwear maker (occupation)","0D63.00","Surgical footwear maker","0 - Occupations"
"266021003","Leather sewer/stitcher (occupation)","0D68.00","Leather sewer/stitcher","0 - Occupations"
"266022005","Woodworker (occupation)","0D7Z.00","Wood worker NOS","0 - Occupations"
"266022005","Woodworker (occupation)","0D7..16","Woodworker","0 - Occupations"
"266022005","Woodworker (occupation)","0D7..00","Woodworkers","0 - Occupations"
"266024006","Metal/electrical worker (occupation)","0EZZ.00","Metal/electrical worker NOS","0 - Occupations"
"266024006","Metal/electrical worker (occupation)","0E...00","Metal/electrical workers","0 - Occupations"
"266026008","Smith/forger (occupation)","0E1A.00","Smith/forger","0 - Occupations"
"266027004","Metal annealer/temperer (occupation)","0E1C.00","Metal annealer/temperer","0 - Occupations"
"266028009","Press/machine tool setter (occupation)","0E22.00","Press/machine tool setter","0 - Occupations"
"266028009","Press/machine tool setter (occupation)","0E22.13","Tool setters","0 - Occupations"
"266029001","Metal fettler/dresser/grinder (occupation)","0E28.00","Metal fettler/dresser/grinder","0 - Occupations"
"266030006","Metal production fitter (occupation)","0E3Z.00","Metal production fitter NOS","0 - Occupations"
"266030006","Metal production fitter (occupation)","0E3..00","Metal production fitting","0 - Occupations"
"266031005","Fitter/maintainer/mechanics (occupation)","0E4..00","Fitters/maintainers/mechanics","0 - Occupations"
"266031005","Fitter/maintainer/mechanics (occupation)","0E4Z.00","Fitter/maintainer/mechanic NOS","0 - Occupations"
"266032003","Air-engine fitter/mechanic (occupation)","0E46.00","Aero-engine fitter/mechanic","0 - Occupations"
"266033008","Oiler/greaser (occupation)","0E4A.00","Oiler/greaser","0 - Occupations"
"266035001","Electrical installer/maintainer (occupation)","0E6Z.00","Electric install/maintain NOS","0 - Occupations"
"266035001","Electrical installer/maintainer (occupation)","0E6..00","Electrical install/maintain","0 - Occupations"
"266036000","Radio/television fitter/mechanic (occupation)","0E65.00","Radio/t.v. fitter/mechanic","0 - Occupations"
"266037009","Electric/electronic linesman (occupation)","0E68.00","Electric/electronic linesman","0 - Occupations"
"266038004","Pipe/sheet/structural metal worker (occupation)","0E7Z.00","Pipe/sheet metal worker NOS","0 - Occupations"
"266038004","Pipe/sheet/structural metal worker (occupation)","0E7..00","Pipe/sheet/struct metal worker","0 - Occupations"
"266040009","Heating/ventilating fitter (occupation)","0E75.00","Heating/ventilating fitter","0 - Occupations"
"266041008","Scaffolder/stager (occupation)","0E7E.00","Scaffolder/stager","0 - Occupations"
"266042001","Steel bender/fixer (occupation)","0E7F.00","Steel bender/fixer","0 - Occupations"
"266044000","Coach/vehicle body builder (occupation)","0EZ9.00","Coach/vehicle body builder","0 - Occupations"
"266045004","Coach/vehicle body finisher (occupation)","0EZA.00","Coach/vehicle body finisher","0 - Occupations"
"266046003","Painter/coater (occupation)","0F1..00","Painters/coaters","0 - Occupations"
"266046003","Painter/coater (occupation)","0F1Z.00","Painter/coater NOS","0 - Occupations"
"266047007","Pottery/ceramics decorator (occupation)","0F14.00","Pottery/ceramics decorator","0 - Occupations"
"266048002","Product assembler (occupation)","0F2..00","Product assemblers","0 - Occupations"
"266049005","Product inspector/grader (occupation)","0G1Z.00","Product inspector/grader NOS","0 - Occupations"
"266049005","Product inspector/grader (occupation)","0G1..00","Product inspectors/graders","0 - Occupations"
"266050005","Product inspector/tester (occupation)","0G12.00","Product inspector/tester","0 - Occupations"
"266051009","Product viewer/checker (occupation)","0G13.00","Product viewer/checker","0 - Occupations"
"266053007","Product sorter/grader (occupation)","0G14.00","Product sorter/grader","0 - Occupations"
"266054001","Weigher/measurer (occupation)","0G15.00","Weigher/measurer","0 - Occupations"
"266055000","Packager/labeler (occupation)","0G2Z.00","Packager/labeller NOS","0 - Occupations"
"266055000","Packager/labeler (occupation)","0G2..00","Packagers/labellers","0 - Occupations"
"266056004","Fixer/walling mason (occupation)","0H16.00","Fixer/walling mason","0 - Occupations"
"266057008","Floor/wall tiler (occupation)","0H18.00","Floor/wall tiler","0 - Occupations"
"266058003","Diver/frogman (occupation)","0H1I.00","Diver/frogman","0 - Occupations"
"266059006","Mining/quarrying/well drilling (occupation)","0H2Z.00","Miner/quarryer/driller NOS","0 - Occupations"
"266059006","Mining/quarrying/well drilling (occupation)","0H2..00","Mining/quarrying/well drilling","0 - Occupations"
"266060001","Driller (occupation)","0H25.00","Driller","0 - Occupations"
"266061002","Transporting/moving/storing (occupation)","0I...00","Transporting/moving/storing","0 - Occupations"
"266062009","Water transport occupation (occupation)","0I1Z.00","Water transportman NOS","0 - Occupations"
"266062009","Water transport occupation (occupation)","0I1..00","Water transport occupation","0 - Occupations"
"266063004","Bargeman/tugman (occupation)","0I13.00","Bargeman/tugman","0 - Occupations"
"266064005","Bus/coach driver (occupation)","0I33.00","Bus/coach driver","0 - Occupations"
"266065006","Civil engineer equipment work (occupation)","0I4Z.00","Civil eng.equipment work NOS","0 - Occupations"
"266065006","Civil engineer equipment work (occupation)","0I4..00","Civil engineer equipment work","0 - Occupations"
"266066007","Vehicle wash plant worker (occupation)","0Z1E.00","Vehicle wash plant worker","0 - Occupations"
"266681000","Secretaries: shorthand/typing (occupation)","07B..13","Typists","0 - Occupations"
"266681000","Secretaries: shorthand/typing (occupation)","07BZ.00","Secretary:shorthand/typing NOS","0 - Occupations"
"266681000","Secretaries: shorthand/typing (occupation)","07B..00","Secretaries: shorthand/typing","0 - Occupations"
"270468007","Ships plater/shipwright (occupation)","0E77.00","Ships plater/shipwright","0 - Occupations"
"271296008","Deck/engineroom hand (occupation)","0I12.00","Deck/engineroom hands","0 - Occupations"
"271554005","Law occupation (occupation)","021..00","Legal service","0 - Occupations"
"271554005","Law occupation (occupation)","021..11","Law occupations","0 - Occupations"
"271554005","Law occupation (occupation)","021..12","Legal occupations","0 - Occupations"
"271554005","Law occupation (occupation)","021Z.00","Legal service NOS","0 - Occupations"
"302308006","National government officer (occupation)","02Z2.00","National gov't. officer NOS","0 - Occupations"
"302309003","Local government officer (occupation)","02Z3.00","Local gov't. officer NOS","0 - Occupations"
"302310008","University teacher (occupation)","031Z.00","University teacher NOS","0 - Occupations"
"302311007","Teaching principal (occupation)","0383.00","Teaching principal NOS","0 - Occupations"
"302312000","Officer - armed forces (occupation)","06E..00","Officer, armed forces NOS","0 - Occupations"
"302312000","Officer - armed forces (occupation)","06E..11","Officer - armed forces","0 - Occupations"
"302313005","Trainee manager (occupation)","06ZA.00","Trainee manager NOS","0 - Occupations"
"302315003","Supervisor property (occupation)","0ACZ.00","Supervisor property NOS","0 - Occupations"
"302316002","Foreman - agriculture (occupation)","0B1Z.00","Foreman - agriculture NOS","0 - Occupations"
"302317006","Print plate preparer (occupation)","0D37.00","Print plate preparer NOS","0 - Occupations"
"302318001","Foreman: maker/repairer (occupation)","0DZ1.00","Foreman: makers/repairers NOS","0 - Occupations"
"302319009","Electrical mechanic (occupation)","0E66.00","Other electrical mechanic","0 - Occupations"
"307783006","Advertising executive (occupation)","02D..11","Advertising executive","0 - Occupations"
"307784000","Estimator (occupation)","025..12","Estimator","0 - Occupations"
"307785004","Insurance specialist (occupation)","027..11","Insurance specialist","0 - Occupations"
"307787007","Investment specialist (occupation)","026..12","Investment specialist","0 - Occupations"
"307788002","Finance specialist (occupation)","026..11","Finance specialist","0 - Occupations"
"307789005","Advocate - legal (occupation)","0213.11","Advocate - legal","0 - Occupations"
"307790001","Barrister (occupation)","0213.12","Barrister","0 - Occupations"
"307957007","Marketing executive (occupation)","02C..11","Marketing executive","0 - Occupations"
"307958002","Sales executive (occupation)","02C..12","Sales executive","0 - Occupations"
"307959005","Work study specialist (occupation)","029..13","Work study specialist","0 - Occupations"
"307960000","Organization study specialist (occupation)","029..12","Organisation study specialist","0 - Occupations"
"307961001","Estate manager (occupation)","02F..11","Estate manager","0 - Occupations"
"307962008","Property manager (occupation)","02F..12","Property manager","0 - Occupations"
"307963003","Customs officer (occupation)","02H8.11","Customs officer","0 - Occupations"
"307964009","Excise officer (occupation)","02H8.12","Excise officer","0 - Occupations"
"307965005","Driving examiner (occupation)","02HB.11","Driving examiner","0 - Occupations"
