"","code","description","tag"
"18695",288225004,"Myalgia/myositis - multiple (finding)","finding"
"18696",288226003,"Myalgia/myositis - shoulder (finding)","finding"
"18697",288227007,"Myalgia/myositis - upper arm (finding)","finding"
"18698",288228002,"Myalgia/myositis - forearm (finding)","finding"
"18699",288229005,"Myalgia/myositis - hand (finding)","finding"
"18700",288230000,"Myalgia/myositis -pelvis/thigh (finding)","finding"
"18701",288231001,"Myalgia/myositis - lower leg (finding)","finding"
"18702",288232008,"Myalgia/myositis - ankle/foot (finding)","finding"
"18703",288241003,"Pain in limb - multiple (finding)","finding"
"18704",288265000,"Born after precipitate delivery (finding)","finding"
"18705",288266004,"Born after induced labor (finding)","finding"
"18706",288270007,"Post-term infant - 42 weeks plus (finding)","finding"
"18707",288273009,"Fetal distress - prelabor (finding)","finding"
"18708",288274003,"Fetal distress - in labor (finding)","finding"
"18709",288331003,"Able to lift (finding)","finding"
"18710",288332005,"Unable to lift (finding)","finding"
"18711",288333000,"Does lift (finding)","finding"
"18712",288334006,"Does not lift (finding)","finding"
"18713",288335007,"Difficulty lifting (finding)","finding"
"18714",288337004,"Able to steer (finding)","finding"
"18715",288338009,"Unable to steer (finding)","finding"
"18716",288339001,"Does steer (finding)","finding"
"18717",288340004,"Does not steer (finding)","finding"
"18718",288341000,"Difficulty steering (finding)","finding"
"18719",288343002,"Able to carry (finding)","finding"
"18720",288344008,"Unable to carry (finding)","finding"
"18721",288345009,"Does carry (finding)","finding"
"18722",288346005,"Does not carry (finding)","finding"
"18723",288347001,"Difficulty carrying (finding)","finding"
"18724",288350003,"Able to build a tower (finding)","finding"
"18725",288351004,"Unable to build a tower (finding)","finding"
"18726",288352006,"Does build a tower (finding)","finding"
"18727",288353001,"Does not build a tower (finding)","finding"
"18728",288354007,"Difficulty building a tower (finding)","finding"
"18729",288356009,"Able to throw objects (finding)","finding"
"18730",288357000,"Unable to throw objects (finding)","finding"
"18731",288358005,"Does throw objects (finding)","finding"
"18732",288359002,"Does not throw objects (finding)","finding"
"18733",288360007,"Difficulty throwing objects (finding)","finding"
"18734",288363009,"Able to pick up objects (finding)","finding"
"18735",288364003,"Unable to pick up objects (finding)","finding"
"18736",288365002,"Does pick up objects (finding)","finding"
"18737",288366001,"Does not pick up objects (finding)","finding"
"18738",288367005,"Difficulty picking up objects (finding)","finding"
"18739",288369008,"Able to pass things from hand to hand (finding)","finding"
"18740",288370009,"Unable to pass things from hand to hand (finding)","finding"
"18741",288371008,"Does pass things from hand to hand (finding)","finding"
"18742",288372001,"Does not pass things from hand to hand (finding)","finding"
"18743",288373006,"Difficulty passing things from hand to hand (finding)","finding"
"18744",288375004,"Able to turn pages (finding)","finding"
"18745",288376003,"Unable to turn pages (finding)","finding"
"18746",288378002,"Does turn pages (finding)","finding"
"18747",288379005,"Does not turn pages (finding)","finding"
"18748",288380008,"Difficulty turning pages (finding)","finding"
"18749",288382000,"Able to use a key (finding)","finding"
"18750",288383005,"Unable to use a key (finding)","finding"
"18751",288384004,"Does use a key (finding)","finding"
"18752",288385003,"Does not use a key (finding)","finding"
"18753",288386002,"Difficulty using a key (finding)","finding"
"18754",288388001,"Able to wring out a cloth (finding)","finding"
"18755",288389009,"Unable to wring out a cloth (finding)","finding"
"18756",288390000,"Does wring out a cloth (finding)","finding"
"18757",288391001,"Does not wring out a cloth (finding)","finding"
"18758",288392008,"Difficulty wringing out a cloth (finding)","finding"
"18759",288394009,"Able to wind up watch (finding)","finding"
"18760",288395005,"Unable to wind up watch (finding)","finding"
"18761",288396006,"Does wind up watch (finding)","finding"
"18762",288397002,"Does not wind up watch (finding)","finding"
"18763",288398007,"Difficulty winding up watch (finding)","finding"
"18764",288400006,"Able to open and close containers (finding)","finding"
"18765",288401005,"Unable to open and close containers (finding)","finding"
"18766",288402003,"Does open and close containers (finding)","finding"
"18767",288403008,"Does not open and close containers (finding)","finding"
"18768",288404002,"Difficulty opening and closing containers (finding)","finding"
"18769",288406000,"Able to screw on a lid (finding)","finding"
"18770",288407009,"Unable to screw on a lid (finding)","finding"
"18771",288408004,"Does screw on a lid (finding)","finding"
"18772",288409007,"Does not screw on a lid (finding)","finding"
"18773",288410002,"Difficulty screwing on a lid (finding)","finding"
"18774",288412005,"Able to unscrew a lid (finding)","finding"
"18775",288413000,"Unable to unscrew a lid (finding)","finding"
"18776",288414006,"Does unscrew a lid (finding)","finding"
"18777",288415007,"Does not unscrew a lid (finding)","finding"
"18778",288416008,"Difficulty unscrewing a lid (finding)","finding"
"18779",288418009,"Able to thread a needle (finding)","finding"
"18780",288419001,"Unable to thread a needle (finding)","finding"
"18781",288420007,"Does thread a needle (finding)","finding"
"18782",288421006,"Does not thread a needle (finding)","finding"
"18783",288422004,"Difficulty threading a needle (finding)","finding"
"18784",288424003,"Able to cut with scissors (finding)","finding"
"18785",288425002,"Unable to cut with scissors (finding)","finding"
"18786",288426001,"Does cut with scissors (finding)","finding"
"18787",288427005,"Does not cut with scissors (finding)","finding"
"18788",288428000,"Difficulty cutting with scissors (finding)","finding"
"18789",288430003,"Able to use tweezers (finding)","finding"
"18790",288431004,"Unable to use tweezers (finding)","finding"
"18791",288432006,"Does use tweezers (finding)","finding"
"18792",288433001,"Does not use tweezers (finding)","finding"
"18793",288434007,"Difficulty using tweezers (finding)","finding"
"18794",288436009,"Able to perform drawing activities (finding)","finding"
"18795",288437000,"Unable to perform drawing activities (finding)","finding"
"18796",288438005,"Does perform drawing activities (finding)","finding"
"18797",288439002,"Does not perform drawing activities (finding)","finding"
"18798",288440000,"Difficulty performing drawing activities (finding)","finding"
"18799",288442008,"Able to perform writing activities (finding)","finding"
"18800",288443003,"Unable to perform writing activities (finding)","finding"
"18801",288444009,"Does perform writing activities (finding)","finding"
"18802",288445005,"Does not perform writing activities (finding)","finding"
"18803",288446006,"Difficulty performing writing activities (finding)","finding"
"18804",288448007,"Able to perform copying activities (finding)","finding"
"18805",288449004,"Unable to perform copying activities (finding)","finding"
"18806",288450004,"Does perform copying activities (finding)","finding"
"18807",288451000,"Does not perform copying activities (finding)","finding"
"18808",288452007,"Difficulty performing copying activities (finding)","finding"
"18809",288535006,"Finding relating to laughing (finding)","finding"
"18810",288545008,"Showing emotion (finding)","finding"
"18811",288548005,"Able to perform washing and drying of self activities (finding)","finding"
"18812",288549002,"Unable to perform washing and drying of self activities (finding)","finding"
"18813",288550002,"Does perform washing and drying of self activities (finding)","finding"
"18814",288551003,"Does not perform washing and drying of self activities (finding)","finding"
"18815",288552005,"Difficulty performing washing and drying of self activities (finding)","finding"
"18816",288575003,"Able to communicate (finding)","finding"
"18817",288576002,"Unable to communicate (finding)","finding"
"18818",288577006,"Does communicate (finding)","finding"
"18819",288578001,"Does not communicate (finding)","finding"
"18820",288579009,"Difficulty communicating (finding)","finding"
"18821",288581006,"Able to use non-verbal communication (finding)","finding"
"18822",288582004,"Unable to use non-verbal communication (finding)","finding"
"18823",288583009,"Does use non-verbal communication (finding)","finding"
"18824",288584003,"Does not use non-verbal communication (finding)","finding"
"18825",288585002,"Difficulty using non-verbal communication (finding)","finding"
"18826",288587005,"Able to use body language (finding)","finding"
"18827",288588000,"Unable to use body language (finding)","finding"
"18828",288589008,"Does use body language (finding)","finding"
"18829",288590004,"Does not use body language (finding)","finding"
"18830",288591000,"Difficulty using body language (finding)","finding"
"18831",288593002,"Able to use a non-speech system for communication (finding)","finding"
"18832",288594008,"Unable to use a non-speech system for communication (finding)","finding"
"18833",288595009,"Does use a non-speech system for communication (finding)","finding"
"18834",288596005,"Does not use a non-speech system for communication (finding)","finding"
"18835",288597001,"Difficulty using a non-speech system for communication (finding)","finding"
"18836",288599003,"Able to use verbal communication (finding)","finding"
"18837",288600000,"Unable to use verbal communication (finding)","finding"
"18838",288601001,"Does use verbal communication (finding)","finding"
"18839",288602008,"Does not use verbal communication (finding)","finding"
"18840",288604009,"Able to use the elements of language (finding)","finding"
"18841",288605005,"Unable to use the elements of language (finding)","finding"
"18842",288606006,"Does use the elements of language (finding)","finding"
"18843",288607002,"Does not use the elements of language (finding)","finding"
"18844",288608007,"Difficulty using the elements of language (finding)","finding"
"18845",288610009,"Able to use words (finding)","finding"
"18846",288611008,"Unable to use words (finding)","finding"
"18847",288612001,"Does use words (finding)","finding"
"18848",288613006,"Does not use words (finding)","finding"
"18849",288614000,"Difficulty using words (finding)","finding"
"18850",288616003,"Able to use grammatical constructions (finding)","finding"
"18851",288617007,"Unable to use grammatical constructions (finding)","finding"
"18852",288618002,"Does use grammatical constructions (finding)","finding"
"18853",288619005,"Does not use grammatical constructions (finding)","finding"
"18854",288620004,"Difficulty using grammatical constructions (finding)","finding"
"18855",288622007,"Able to use automatic language (finding)","finding"
"18856",288623002,"Unable to use automatic language (finding)","finding"
"18857",288624008,"Does use automatic language (finding)","finding"
"18858",288625009,"Does not use automatic language (finding)","finding"
"18859",288626005,"Difficulty using automatic language (finding)","finding"
"18860",288628006,"Able to play with words and meaning (finding)","finding"
"18861",288629003,"Unable to play with words and meaning (finding)","finding"
"18862",288630008,"Does play with words and meaning (finding)","finding"
"18863",288631007,"Does not play with words and meaning (finding)","finding"
"18864",288632000,"Difficulty playing with words and meaning (finding)","finding"
"18865",288634004,"Able to make conversation (finding)","finding"
"18866",288635003,"Unable to make conversation (finding)","finding"
"18867",288636002,"Does make conversation (finding)","finding"
"18868",288637006,"Does not make conversation (finding)","finding"
"18869",288638001,"Difficulty making conversation (finding)","finding"
"18870",288640006,"Able to initiate conversation (finding)","finding"
"18871",288641005,"Unable to initiate conversation (finding)","finding"
"18872",288642003,"Does initiate conversation (finding)","finding"
"18873",288643008,"Does not initiate conversation (finding)","finding"
"18874",288644002,"Difficulty initiating conversation (finding)","finding"
"18875",288646000,"Able to choose topics of conversation (finding)","finding"
"18876",288647009,"Unable to choose topics of conversation (finding)","finding"
"18877",288648004,"Does choose topics of conversation (finding)","finding"
"18878",288649007,"Does not choose topics of conversation (finding)","finding"
"18879",288650007,"Difficulty choosing topics of conversation (finding)","finding"
"18880",288652004,"Able to join in conversation (finding)","finding"
"18881",288653009,"Unable to join in conversation (finding)","finding"
"18882",288654003,"Does join in conversation (finding)","finding"
"18883",288655002,"Does not join in conversation (finding)","finding"
"18884",288656001,"Difficulty joining in conversation (finding)","finding"
"18885",288658000,"Able to take turns in conversation (finding)","finding"
"18886",288659008,"Unable to take turns in conversation (finding)","finding"
"18887",288660003,"Does take turns in conversation (finding)","finding"
"18888",288661004,"Does not take turns in conversation (finding)","finding"
"18889",288662006,"Difficulty taking turns in conversation (finding)","finding"
"18890",288664007,"Able to maintain conversation (finding)","finding"
"18891",288665008,"Unable to maintain conversation (finding)","finding"
"18892",288666009,"Does maintain conversation (finding)","finding"
"18893",288667000,"Does not maintain conversation (finding)","finding"
"18894",288668005,"Difficulty maintaining conversation (finding)","finding"
"18895",288670001,"Able to repair conversation (finding)","finding"
"18896",288672009,"Unable to repair conversation (finding)","finding"
"18897",288673004,"Does repair conversation (finding)","finding"
"18898",288674005,"Does not repair conversation (finding)","finding"
"18899",288675006,"Difficulty repairing conversation (finding)","finding"
"18900",288677003,"Able to terminate conversation (finding)","finding"
"18901",288678008,"Unable to terminate conversation (finding)","finding"
"18902",288679000,"Does terminate conversation (finding)","finding"
"18903",288680002,"Does not terminate conversation (finding)","finding"
"18904",288681003,"Difficulty terminating conversation (finding)","finding"
"18905",288683000,"Able to presuppose in conversation (finding)","finding"
"18906",288684006,"Unable to presuppose in conversation (finding)","finding"
"18907",288685007,"Does presuppose in conversation (finding)","finding"
"18908",288686008,"Does not presuppose in conversation (finding)","finding"
"18909",288687004,"Difficulty presupposing in conversation (finding)","finding"
"18910",288689001,"Able to adapt conversation to context (finding)","finding"
"18911",288690005,"Unable to adapt conversation to context (finding)","finding"
"18912",288691009,"Does adapt conversation to context (finding)","finding"
"18913",288692002,"Does not adapt conversation to context (finding)","finding"
"18914",288693007,"Difficulty adapting conversation to context (finding)","finding"
"18915",288695000,"Able to communicate with different people (finding)","finding"
"18916",288696004,"Unable to communicate with different people (finding)","finding"
"18917",288697008,"Does communicate with different people (finding)","finding"
"18918",288698003,"Does not communicate with different people (finding)","finding"
"18919",288699006,"Difficulty communicating with different people (finding)","finding"
"18920",288701006,"Able to communicate in different places (finding)","finding"
"18921",288702004,"Unable to communicate in different places (finding)","finding"
"18922",288703009,"Does communicate in different places (finding)","finding"
"18923",288704003,"Does not communicate in different places (finding)","finding"
"18924",288705002,"Difficulty communicating in different places (finding)","finding"
"18925",288707005,"Able to communicate on different occasions (finding)","finding"
"18926",288708000,"Unable to communicate on different occasions (finding)","finding"
"18927",288709008,"Does communicate on different occasions (finding)","finding"
"18928",288710003,"Does not communicate on different occasions (finding)","finding"
"18929",288711004,"Difficulty communicating on different occasions (finding)","finding"
"18930",288713001,"Able to perform recreational use of conversation (finding)","finding"
"18931",288714007,"Unable to perform recreational use of conversation (finding)","finding"
"18932",288715008,"Does perform recreational use of conversation (finding)","finding"
"18933",288716009,"Does not perform recreational use of conversation (finding)","finding"
"18934",288717000,"Difficulty performing recreational use of conversation (finding)","finding"
"18935",288719002,"Able to talk while playing (finding)","finding"
"18936",288720008,"Unable to talk while playing (finding)","finding"
"18937",288721007,"Does talk while playing (finding)","finding"
"18938",288722000,"Does not talk while playing (finding)","finding"
"18939",288724004,"Difficulty talking while playing (finding)","finding"
"18940",288726002,"Able to use different forms of conversation (finding)","finding"
"18941",288727006,"Unable to use different forms of conversation (finding)","finding"
"18942",288728001,"Does use different forms of conversation (finding)","finding"
"18943",288729009,"Does not use different forms of conversation (finding)","finding"
"18944",288730004,"Difficulty using different forms of conversation (finding)","finding"
"18945",288732007,"Able to respond to communication by others (finding)","finding"
"18946",288733002,"Unable to respond to communication by others (finding)","finding"
"18947",288734008,"Does respond to communication by others (finding)","finding"
"18948",288735009,"Does not respond to communication by others (finding)","finding"
"18949",288736005,"Difficulty responding to communication by others (finding)","finding"
"18950",288738006,"Able to use self-expression (finding)","finding"
"18951",288739003,"Unable to use self-expression (finding)","finding"
"18952",288740001,"Does use self-expression (finding)","finding"
"18953",288741002,"Does not use self-expression (finding)","finding"
"18954",288742009,"Difficulty using self-expression (finding)","finding"
"18955",288744005,"Able to make self understood (finding)","finding"
"18956",288745006,"Unable to make self understood (finding)","finding"
"18957",288746007,"Does make self understood (finding)","finding"
"18958",288747003,"Does not make self understood (finding)","finding"
"18959",288748008,"Difficulty making self understood (finding)","finding"
"18960",288750000,"Able to communicate about self (finding)","finding"
"18961",288751001,"Unable to communicate about self (finding)","finding"
"18962",288752008,"Does communicate about self (finding)","finding"
"18963",288753003,"Does not communicate about self (finding)","finding"
"18964",288754009,"Difficulty communicating about self (finding)","finding"
"18965",288756006,"Able to communicate thoughts (finding)","finding"
"18966",288757002,"Unable to communicate thoughts (finding)","finding"
"18967",288758007,"Does communicate thoughts (finding)","finding"
"18968",288759004,"Does not communicate thoughts (finding)","finding"
"18969",288760009,"Difficulty communicating thoughts (finding)","finding"
"18970",288763006,"Able to communicate feelings (finding)","finding"
"18971",288764000,"Unable to communicate feelings (finding)","finding"
"18972",288765004,"Does communicate feelings (finding)","finding"
"18973",288766003,"Does not communicate feelings (finding)","finding"
"18974",288767007,"Difficulty communicating feelings (finding)","finding"
"18975",288769005,"Able to direct attention (finding)","finding"
"18976",288770006,"Unable to direct attention (finding)","finding"
"18977",288771005,"Does direct attention (finding)","finding"
"18978",288772003,"Does not direct attention (finding)","finding"
"18979",288773008,"Difficulty directing attention (finding)","finding"
"18980",288776000,"Able to communicate intentions (finding)","finding"
"18981",288777009,"Unable to communicate intentions (finding)","finding"
"18982",288778004,"Does communicate intentions (finding)","finding"
"18983",288779007,"Does not communicate intentions (finding)","finding"
"18984",288780005,"Difficulty communicating intentions (finding)","finding"
"18985",288782002,"Able to communicate needs and wishes (finding)","finding"
"18986",288783007,"Unable to communicate needs and wishes (finding)","finding"
"18987",288784001,"Does communicate needs and wishes (finding)","finding"
"18988",288785000,"Does not communicate needs and wishes (finding)","finding"
"18989",288786004,"Difficulty communicating needs and wishes (finding)","finding"
"18990",288788003,"Able to comment on events (finding)","finding"
"18991",288789006,"Unable to comment on events (finding)","finding"
"18992",288790002,"Does comment on events (finding)","finding"
"18993",288791003,"Does not comment on events (finding)","finding"
"18994",288792005,"Difficulty commenting on events (finding)","finding"
"18995",288794006,"Able to ask questions (finding)","finding"
"18996",288795007,"Unable to ask questions (finding)","finding"
"18997",288796008,"Does ask questions (finding)","finding"
"18998",288797004,"Does not ask questions (finding)","finding"
"18999",288798009,"Difficulty asking questions (finding)","finding"
"19000",288800002,"Able to use humor (finding)","finding"
"19001",288801003,"Unable to use humor (finding)","finding"
"19002",288802005,"Does use humor (finding)","finding"
"19003",288803000,"Does not use humor (finding)","finding"
"19004",288804006,"Difficulty using humor (finding)","finding"
"19005",288806008,"Able to greet (finding)","finding"
"19006",288807004,"Unable to greet (finding)","finding"
"19007",288808009,"Does greet (finding)","finding"
"19008",288809001,"Does not greet (finding)","finding"
"19009",288810006,"Difficulty greeting (finding)","finding"
"19010",288812003,"Able to imitate forms of communication (finding)","finding"
"19011",288813008,"Unable to imitate forms of communication (finding)","finding"
"19012",288814002,"Does imitate forms of communication (finding)","finding"
"19013",288815001,"Does not imitate forms of communication (finding)","finding"
"19014",288816000,"Difficulty imitating forms of communication (finding)","finding"
"19015",288818004,"Able to imitate gesture (finding)","finding"
"19016",288819007,"Unable to imitate gesture (finding)","finding"
"19017",288820001,"Does imitate gesture (finding)","finding"
"19018",288821002,"Does not imitate gesture (finding)","finding"
"19019",288822009,"Difficulty imitating gesture (finding)","finding"
"19020",288824005,"Able to imitate words (finding)","finding"
"19021",288825006,"Unable to imitate words (finding)","finding"
"19022",288826007,"Does imitate words (finding)","finding"
"19023",288827003,"Does not imitate words (finding)","finding"
"19024",288828008,"Difficulty imitating words (finding)","finding"
"19025",288848001,"Able to breathe (finding)","finding"
"19026",288849009,"Unable to breathe (finding)","finding"
"19027",288850009,"Risk situation requiring placement on supervision register (finding)","finding"
"19028",288853006,"Able to drink (finding)","finding"
"19029",288854000,"Unable to drink (finding)","finding"
"19030",288855004,"Does drink (finding)","finding"
"19031",288856003,"Does not drink (finding)","finding"
"19032",288857007,"Difficulty drinking (finding)","finding"
"19033",288859005,"Able to drink from a feeder cup (finding)","finding"
"19034",288860000,"Unable to drink from a feeder cup (finding)","finding"
"19035",288861001,"Does drink from a feeder cup (finding)","finding"
"19036",288862008,"Does not drink from feeder cup (finding)","finding"
"19037",288863003,"Difficulty drinking from feeder cup (finding)","finding"
"19038",288865005,"Able to drink using a straw (finding)","finding"
"19039",288866006,"Unable to drink using a straw (finding)","finding"
"19040",288867002,"Does drink using a straw (finding)","finding"
"19041",288868007,"Does not drink using a straw (finding)","finding"
"19042",288869004,"Difficulty drinking using a straw (finding)","finding"
"19043",288871004,"Able to take drink to mouth (finding)","finding"
"19044",288873001,"Unable to take drink to mouth (finding)","finding"
"19045",288874007,"Does take drink to mouth (finding)","finding"
"19046",288875008,"Does not take drink to mouth (finding)","finding"
"19047",288876009,"Difficulty taking drink to mouth (finding)","finding"
"19048",288878005,"Able to sip drink (finding)","finding"
"19049",288879002,"Unable to sip drink (finding)","finding"
"19050",288880004,"Does sip drink (finding)","finding"
"19051",288881000,"Does not sip drink (finding)","finding"
"19052",288882007,"Difficulty sipping drink (finding)","finding"
"19053",288884008,"Able to eat (finding)","finding"
"19054",288885009,"Unable to eat (finding)","finding"
"19055",288886005,"Does eat (finding)","finding"
"19056",288887001,"Does not eat (finding)","finding"
"19057",288889003,"Able to eat certain food (finding)","finding"
"19058",288890007,"Unable to eat certain food (finding)","finding"
"19059",288891006,"Does eat certain food (finding)","finding"
"19060",288892004,"Does not eat certain food (finding)","finding"
"19061",288893009,"Difficulty eating certain foods (finding)","finding"
"19062",288895002,"Able to control bolus of food (finding)","finding"
"19063",288896001,"Unable to control bolus of food (finding)","finding"
"19064",288897005,"Does control bolus of food (finding)","finding"
"19065",288898000,"Does not control bolus of food (finding)","finding"
"19066",288899008,"Difficulty controlling bolus of food (finding)","finding"
"19067",288901004,"Able to retain food in mouth (finding)","finding"
"19068",288902006,"Unable to retain food in mouth (finding)","finding"
"19069",288903001,"Does retain food in mouth (finding)","finding"
"19070",288904007,"Does not retain food in mouth (finding)","finding"
"19071",288905008,"Difficulty retaining food in mouth (finding)","finding"
"19072",288907000,"Able to move food in mouth (finding)","finding"
"19073",288908005,"Unable to move food in mouth (finding)","finding"
"19074",288909002,"Does move food in mouth (finding)","finding"
"19075",288910007,"Does not move food in mouth (finding)","finding"
"19076",288911006,"Difficulty moving food in mouth (finding)","finding"
"19077",288913009,"Able to retrieve food from buccal sulcus (finding)","finding"
"19078",288914003,"Unable to retrieve food from buccal sulcus (finding)","finding"
"19079",288915002,"Does retrieve food from buccal sulcus (finding)","finding"
"19080",288916001,"Does not retrieve food from buccal sulcus (finding)","finding"
"19081",288917005,"Difficulty in retrieving food from buccal sulcus (finding)","finding"
"19082",288919008,"Able to chew (finding)","finding"
"19083",288920002,"Unable to chew (finding)","finding"
"19084",288921003,"Does chew (finding)","finding"
"19085",288922005,"Does not chew (finding)","finding"
"19086",288924006,"Able to project bolus of food into pharynx (finding)","finding"
"19087",288925007,"Unable to project bolus of food into pharynx (finding)","finding"
"19088",288926008,"Does project bolus of food into pharynx (finding)","finding"
"19089",288927004,"Does not project bolus of food into pharynx (finding)","finding"
"19090",288928009,"Difficulty projecting bolus of food into pharynx (finding)","finding"
"19091",288930006,"Able to clear mouth of residue (finding)","finding"
"19092",288931005,"Unable to clear mouth of residue (finding)","finding"
"19093",288932003,"Does clear mouth of residue (finding)","finding"
"19094",288933008,"Does not clear mouth of residue (finding)","finding"
"19095",288934002,"Difficulty clearing mouth of residue (finding)","finding"
"19096",288936000,"Able to swallow (finding)","finding"
"19097",288937009,"Does swallow (finding)","finding"
"19098",288938004,"Does not swallow (finding)","finding"
"19099",288939007,"Difficulty swallowing (finding)","finding"
"19100",288941008,"Able to swallow food (finding)","finding"
"19101",288942001,"Unable to swallow food (finding)","finding"
"19102",288943006,"Does swallow food (finding)","finding"
"19103",288944000,"Does not swallow food (finding)","finding"
"19104",288945004,"Difficulty swallowing food (finding)","finding"
"19105",288947007,"Able to swallow fluid (finding)","finding"
"19106",288948002,"Unable to swallow fluid (finding)","finding"
"19107",288949005,"Does swallow fluid (finding)","finding"
"19108",288950005,"Does not swallow fluid (finding)","finding"
"19109",288952002,"Able to swallow thickened fluid (finding)","finding"
"19110",288953007,"Unable to swallow thickened fluid (finding)","finding"
"19111",288954001,"Does swallow thickened fluid (finding)","finding"
"19112",288955000,"Does not swallow thickened fluid (finding)","finding"
"19113",288956004,"Difficulty swallowing thickened fluid (finding)","finding"
"19114",288958003,"Able to swallow saliva (finding)","finding"
"19115",288959006,"Unable to swallow saliva (finding)","finding"
"19116",288960001,"Does swallow saliva (finding)","finding"
"19117",288961002,"Does not swallow saliva (finding)","finding"
"19118",288962009,"Difficulty swallowing saliva (finding)","finding"
"19119",288964005,"Able to initiate swallowing reflex (finding)","finding"
"19120",288965006,"Does initiate swallowing reflex (finding)","finding"
"19121",288966007,"Does not initiate swallowing reflex (finding)","finding"
"19122",288967003,"Difficulty initiating swallowing reflex (finding)","finding"
"19123",288969000,"Able to spit (finding)","finding"
"19124",288970004,"Unable to spit (finding)","finding"
"19125",288971000,"Does spit (finding)","finding"
"19126",288972007,"Does not spit (finding)","finding"
"19127",288974008,"Difficulty spitting (finding)","finding"
"19128",288976005,"Able to suck (finding)","finding"
"19129",288977001,"Unable to suck (finding)","finding"
"19130",288978006,"Does suck (finding)","finding"
"19131",288979003,"Does not suck (finding)","finding"
"19132",288980000,"Difficulty sucking (finding)","finding"
"19133",288982008,"Able to suckle (finding)","finding"
"19134",288983003,"Unable to suckle (finding)","finding"
"19135",288984009,"Does suckle (finding)","finding"
"19136",288985005,"Does not to suckle (finding)","finding"
"19137",288986006,"Difficulty suckling (finding)","finding"
"19138",288988007,"Able to latch on to breast for feeding (finding)","finding"
"19139",288989004,"Unable to latch on to breast for feeding (finding)","finding"
"19140",288990008,"Does latch on to breast for feeding (finding)","finding"
"19141",288991007,"Does not latch on to breast for feeding (finding)","finding"
"19142",288992000,"Difficulty latching on to breast for feeding (finding)","finding"
"19143",288994004,"Able to drink from a bottle (finding)","finding"
"19144",288995003,"Unable to drink from a bottle (finding)","finding"
"19145",288996002,"Does drink from a bottle (finding)","finding"
"19146",288997006,"Does not drink from a bottle (finding)","finding"
"19147",288998001,"Difficulty drinking from a bottle (finding)","finding"
"19148",289000006,"Able to feed self (finding)","finding"
"19149",289001005,"Unable to feed self (finding)","finding"
"19150",289002003,"Does feed self (finding)","finding"
"19151",289003008,"Does not feed self (finding)","finding"
"19152",289004002,"Difficulty feeding self (finding)","finding"
"19153",289006000,"Able to take food to mouth (finding)","finding"
"19154",289007009,"Unable to take food to mouth (finding)","finding"
"19155",289008004,"Does take food to mouth (finding)","finding"
"19156",289009007,"Does not take food to mouth (finding)","finding"
"19157",289010002,"Difficulty taking food to mouth (finding)","finding"
"19158",289012005,"Able to place food in mouth (finding)","finding"
"19159",289013000,"Unable to place food in mouth (finding)","finding"
"19160",289014006,"Does place food in mouth (finding)","finding"
"19161",289015007,"Does not place food in mouth (finding)","finding"
"19162",289016008,"Difficulty placing food in mouth (finding)","finding"
"19163",289018009,"Able to use hands to feed self (finding)","finding"
"19164",289019001,"Unable to use hands to feed self (finding)","finding"
"19165",289020007,"Does use hands to feed self (finding)","finding"
"19166",289021006,"Does not use hands to feed self (finding)","finding"
"19167",289022004,"Difficulty using hands to feed self (finding)","finding"
"19168",289024003,"Able to finger feed (finding)","finding"
"19169",289025002,"Unable to finger feed (finding)","finding"
"19170",289026001,"Does finger feed (finding)","finding"
"19171",289027005,"Does not finger feed (finding)","finding"
"19172",289028000,"Difficulty finger feeding (finding)","finding"
"19173",289030003,"Able to feed self with left hand (finding)","finding"
"19174",289031004,"Unable to feed self with left hand (finding)","finding"
"19175",289032006,"Does use left hand to feed self (finding)","finding"
"19176",289033001,"Does not use left hand to feed self (finding)","finding"
"19177",289034007,"Difficulty feeding self with left hand (finding)","finding"
"19178",289036009,"Able to feed self with right hand (finding)","finding"
"19179",289037000,"Unable to feed self with right hand (finding)","finding"
"19180",289038005,"Does use right hand to feed self (finding)","finding"
"19181",289039002,"Does not use right hand to feed self (finding)","finding"
"19182",289040000,"Difficulty feeding self with right hand (finding)","finding"
"19183",289042008,"Able to use cutlery to feed self (finding)","finding"
"19184",289043003,"Unable to use cutlery to feed self (finding)","finding"
"19185",289044009,"Does use cutlery to feed self (finding)","finding"
"19186",289045005,"Does not use cutlery to feed self (finding)","finding"
"19187",289046006,"Difficulty using cutlery to feed self (finding)","finding"
"19188",289048007,"Able to use knife and fork to feed self (finding)","finding"
"19189",289049004,"Unable to use knife and fork to feed self (finding)","finding"
"19190",289050004,"Does use knife and fork to feed self (finding)","finding"
"19191",289051000,"Does not use knife and fork to feed self (finding)","finding"
"19192",289052007,"Difficulty using knife and fork to feed self (finding)","finding"
"19193",289054008,"Able to use fork to feed self (finding)","finding"
"19194",289055009,"Unable to use fork to feed self (finding)","finding"
"19195",289056005,"Does use fork to feed self (finding)","finding"
"19196",289057001,"Does not use fork to feed self (finding)","finding"
"19197",289058006,"Difficulty using fork to feed self (finding)","finding"
"19198",289061007,"Able to use spoon to feed self (finding)","finding"
"19199",289062000,"Unable to use spoon to feed self (finding)","finding"
"19200",289063005,"Does use spoon to feed self (finding)","finding"
"19201",289064004,"Does not use spoon to feed self (finding)","finding"
"19202",289065003,"Difficulty using spoon to feed self (finding)","finding"
"19203",289067006,"Able to use feeding aid (finding)","finding"
