"conceptId","term","read2_code","read2_term","read2_chapter"
"1008351000000102","Human immunodeficiency virus 1 ribonucleic acid detection assay (observable entity)","43j7200","HIV 1 ribonucleic acid detection assay","4 - Laboratory procedures"
"1008361000000104","Human immunodeficiency virus 1 provirus deoxyribonucleic acid detection assay (observable entity)","43j7100","HIV 1 provirus deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008371000000106","Human herpesvirus 8 deoxyribonucleic acid detection assay (observable entity)","43jv100","Human herpesvirus 8 deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008381000000108","Human herpesvirus 7 deoxyribonucleic acid detection assay (observable entity)","43ju100","Human herpesvirus 7 deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008391000000105","Human herpesvirus 6 deoxyribonucleic acid detection assay (observable entity)","43jt100","Human herpesvirus 6 deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008401000000108","Herpes simplex type 2 deoxyribonucleic acid detection assay (observable entity)","43w5100","Herpes simplex type 2 deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008411000000105","Herpes simplex type 1 deoxyribonucleic acid detection assay (observable entity)","43w4100","Herpes simplex type 1 deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008421000000104","Herpes simplex deoxyribonucleic acid detection assay (observable entity)","43j6100","Herpes simplex deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008431000000102","Hepatitis E ribonucleic acid detection assay (observable entity)","43jW100","Hepatitis E ribonucleic acid detection assay","4 - Laboratory procedures"
"1008441000000106","Hepatitis B deoxyribonucleic acid detection assay (observable entity)","43jG100","Hepatitis B deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008451000000109","Hepatitis A ribonucleic acid detection assay (observable entity)","43w7100","Hepatitis A ribonucleic acid detection assay","4 - Laboratory procedures"
"1008461000000107","Hantavirus ribonucleic acid detection assay (observable entity)","43j4100","Hantavirus ribonucleic acid detection assay","4 - Laboratory procedures"
"1008471000000100","Haemorrhagic fever ribonucleic acid detection assay (observable entity)","43js100","Haemorrhagic fever ribonucleic acid detection assay","4 - Laboratory procedures"
"1008481000000103","Epstein-Barr virus deoxyribonucleic acid detection assay (observable entity)","43jV100","Epstein-Barr virus deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008491000000101","Dengue virus ribonucleic acid detection assay (observable entity)","43j3100","Dengue virus ribonucleic acid detection assay","4 - Laboratory procedures"
"1008501000000107","Whole blood tacrolimus concentration (observable entity)","44uI000","Whole blood tacrolimus concentration","4 - Laboratory procedures"
"1008511000000109","Hepatitis E virus genotype determination (observable entity)","4L17.00","Hepatitis E virus genotype determination","4 - Laboratory procedures"
"1008521000000103","Cytomegalovirus replication ribonucleic acid detection assay (observable entity)","43j0200","Cytomegalovirus replication ribonucleic acid detection assay","4 - Laboratory procedures"
"1008531000000101","Cytomegalovirus deoxyribonucleic acid detection assay (observable entity)","43j0100","Cytomegalovirus deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008541000000105","Coronavirus ribonucleic acid detection assay (observable entity)","43jS100","Coronavirus ribonucleic acid detection assay","4 - Laboratory procedures"
"1008551000000108","BK polyomavirus deoxyribonucleic acid detection assay (observable entity)","43jR100","BK polyomavirus deoxyribonucleic acid detection assay","4 - Laboratory procedures"
"1008561000000106","Absolute CD4 count (observable entity)","43V1.00","Absolute CD4 count","4 - Laboratory procedures"
"1008571000000104","Absolute CD8 count (observable entity)","43V2.00","Absolute CD8 count","4 - Laboratory procedures"
"1008581000000102","CD13 myeloid count (observable entity)","43V4.00","CD13 myeloid count","4 - Laboratory procedures"
"1008591000000100","CD14 monocyte count (observable entity)","43V5.00","CD14 monocyte count","4 - Laboratory procedures"
"1008601000000106","CD19 B-cell count (observable entity)","43V6.00","CD19 B-cell count","4 - Laboratory procedures"
"1008611000000108","CD2 T-cell count (observable entity)","43V7.00","CD2 T-cell count","4 - Laboratory procedures"
"1008621000000102","CD20 B-cell count (observable entity)","43V8.00","CD20 B-cell count","4 - Laboratory procedures"
"1008631000000100","CD22 B-cell count (observable entity)","43V9.00","CD22 B-cell count","4 - Laboratory procedures"
"1008641000000109","CD23 B-cell count (observable entity)","43VA.00","CD23 B-cell count","4 - Laboratory procedures"
"1008651000000107","CD3 T-cell count (observable entity)","43VB.00","CD3 T-cell count","4 - Laboratory procedures"
"1008661000000105","CD33 myeloid cell count (observable entity)","43VC.00","CD33 myeloid cell count","4 - Laboratory procedures"
"1008671000000103","CD34 stem cell count (observable entity)","43VD.00","CD34 stem cell count","4 - Laboratory procedures"
"1008681000000101","CD4/CD8 ratio (observable entity)","43VE.00","CD4/CD8 ratio","4 - Laboratory procedures"
"1008691000000104","CD7 T-cells count (observable entity)","43VF.00","CD7 T-cells count","4 - Laboratory procedures"
"1008701000000104","Percentage CD3 count (observable entity)","43VG.00","Percentage CD3 count","4 - Laboratory procedures"
"1008711000000102","Percentage CD4 count (observable entity)","43VH.00","Percentage CD4 count","4 - Laboratory procedures"
"1008721000000108","Percentage CD8 count (observable entity)","43VI.00","Percentage CD8 count","4 - Laboratory procedures"
"1008731000000105","Cytomegalovirus immunoglobulin M antibody level (observable entity)","43JE.00","Cytomegalovirus IgM level","4 - Laboratory procedures"
"1008731000000105","Cytomegalovirus immunoglobulin M antibody level (observable entity)","43W0.00","CMV IgM antibody level","4 - Laboratory procedures"
"1008731000000105","Cytomegalovirus immunoglobulin M antibody level (observable entity)","43JC.00","CMV IgM level","4 - Laboratory procedures"
"1008741000000101","Cytomegalovirus immunoglobulin G antibody level (observable entity)","43W1.00","Cytomegalovirus IgG antibody level","4 - Laboratory procedures"
"1008751000000103","Epstein-Barr virus immunoglobulin M antibody level (observable entity)","43W2.00","Epstein-Barr virus IgM antibody level","4 - Laboratory procedures"
"1008761000000100","Epstein-Barr virus antibody titre (observable entity)","43W3.00","Epstein-Barr virus antibody titre","4 - Laboratory procedures"
"1008771000000107","Haemophilus influenzae B antibody level (observable entity)","43W4.00","Haemophilus influenzae B antibody level","4 - Laboratory procedures"
"1008791000000106","Hepatitis B surface antigen antibody level (observable entity)","43W6.00","HBsAg antibody level","4 - Laboratory procedures"
"1008801000000105","Human immunodeficiency virus 1 antibody level (observable entity)","43W7.00","HIV1 antibody level","4 - Laboratory procedures"
"1008811000000107","Human immunodeficiency virus 2 antibody level (observable entity)","43W8.00","HIV2 antibody level","4 - Laboratory procedures"
"1008821000000101","Helicobacter pylori immunoglobulin G antibody level (observable entity)","43W9.00","Helicobacter pylori IgG antibody level","4 - Laboratory procedures"
"1008831000000104","Helicobacter pylori antibody level (observable entity)","43WA.00","Helicobacter pylori antibody level","4 - Laboratory procedures"
"1008841000000108","Listeria antibody level (observable entity)","43WC.00","Listeria antibody level","4 - Laboratory procedures"
"1008851000000106","Mycoplasma antibody level (observable entity)","43WD.00","Mycoplasma antibody level","4 - Laboratory procedures"
"1008861000000109","Parvovirus B19 antibody level (observable entity)","43WE.00","Parvovirus B19 antibody level","4 - Laboratory procedures"
"1008871000000102","Pneumococcal antibody level (observable entity)","43WF.00","Pneumococcal antibody level","4 - Laboratory procedures"
"1008881000000100","Toxocara antibody level (observable entity)","43WG.00","Toxocara antibody level","4 - Laboratory procedures"
"1008891000000103","Toxoplasma immunoglobulin M antibody level (observable entity)","43WH.00","Toxoplasma IgM antibody level","4 - Laboratory procedures"
"1008891000000103","Toxoplasma immunoglobulin M antibody level (observable entity)","43gI.00","Toxoplasma IgM level","4 - Laboratory procedures"
"1008901000000102","Toxoplasma antibody level (observable entity)","43WI.00","Toxoplasma antibody level","4 - Laboratory procedures"
"1008911000000100","Rabies antibody level (observable entity)","43WJ.00","Rabies antibody level","4 - Laboratory procedures"
"1008921000000106","Hepatitis A antibody test (observable entity)","43X1.00","Hepatitis A antibody test","4 - Laboratory procedures"
"1008931000000108","Hepatitis C antibody test (observable entity)","43X2.00","Hepatitis C antibody test","4 - Laboratory procedures"
"1008941000000104","Orange RAST test (observable entity)","43Y0.00","Orange RAST test","4 - Laboratory procedures"
"1008951000000101","Peanut RAST test (observable entity)","43Y1.00","Peanut RAST test","4 - Laboratory procedures"
"1008961000000103","Pear RAST test (observable entity)","43Y2.00","Pear RAST test","4 - Laboratory procedures"
"1008971000000105","Pecan nut RAST test (observable entity)","43Y3.00","Pecan nut RAST test","4 - Laboratory procedures"
"1008981000000107","Penicillin RAST test (observable entity)","43Y4.00","Penicillin RAST test","4 - Laboratory procedures"
"1008991000000109","Pig RAST test (observable entity)","43Y5.00","Pig RAST test","4 - Laboratory procedures"
"1009001000000109","Pigeon RAST test (observable entity)","43Y6.00","Pigeon RAST test","4 - Laboratory procedures"
"1009011000000106","Pistachio RAST test (observable entity)","43Y7.00","Pistachio RAST test","4 - Laboratory procedures"
"1009021000000100","Plantain RAST test (observable entity)","43Y8.00","Plantain RAST test","4 - Laboratory procedures"
"1009031000000103","Plum RAST test (observable entity)","43Y9.00","Plum RAST test","4 - Laboratory procedures"
"1009041000000107","Potato RAST test (observable entity)","43YA.00","Potato RAST test","4 - Laboratory procedures"
"1009051000000105","Rabbit RAST test (observable entity)","43YB.00","Rabbit RAST test","4 - Laboratory procedures"
"1009061000000108","Fluid sample uric acid level (observable entity)","4I3M.00","Fluid sample uric acid level","4 - Laboratory procedures"
"1009071000000101","Sweat test (observable entity)","4I4..00","Sweat test","4 - Laboratory procedures"
"1009081000000104","Sweat chloride level (observable entity)","4I44.00","Sweat chloride","4 - Laboratory procedures"
"1009091000000102","Sweat sodium level (observable entity)","4I45.00","Sweat sodium","4 - Laboratory procedures"
"1009101000000105","Sweat potassium level (observable entity)","4I46.00","Sweat potassium level","4 - Laboratory procedures"
"1009121000000101","Sweat weight (observable entity)","4I48.00","Sweat weight","4 - Laboratory procedures"
"1009131000000104","Sample weight (observable entity)","4I5..00","Sample weight","4 - Laboratory procedures"
"1009151000000106","Mycoplasma titres (observable entity)","4JD8.00","Mycoplasma titres","4 - Laboratory procedures"
"1009161000000109","Aspergillus serology (observable entity)","4JDC.00","Aspergillus serology","4 - Laboratory procedures"
"1009171000000102","Brucella serology (observable entity)","4JDD.00","Brucella serology","4 - Laboratory procedures"
"1009181000000100","Legionella serology (observable entity)","4JDE.00","Legionella serology","4 - Laboratory procedures"
"1009191000000103","Leptospira serology (observable entity)","4JDF.00","Leptospira serology","4 - Laboratory procedures"
"1009201000000101","Yersinia serology (observable entity)","4JDG.00","Yersinia serology","4 - Laboratory procedures"
"1009211000000104","Blood culture (observable entity)","4JI4.00","Blood culture","4 - Laboratory procedures"
"1009221000000105","Helicobacter breath test (observable entity)","4JM..00","Helicobacter breath test","4 - Laboratory procedures"
"1009231000000107","Helicobacter blood test (observable entity)","4JN..00","Helicobacter blood test","4 - Laboratory procedures"
"1009241000000103","CLO test for helicobacter pylori (observable entity)","4JO..00","CLO test for helicobacter pylori","4 - Laboratory procedures"
"1009251000000100","Microbiology test (observable entity)","4JQ..00","Microbiology test","4 - Laboratory procedures"
"1009261000000102","Rubella screening test (observable entity)","4JR0.00","Rubella screening test","4 - Laboratory procedures"
"1009271000000109","Hepatitis B screening test (observable entity)","4JR1.00","Hepatitis B screening test","4 - Laboratory procedures"
"1009281000000106","Alpha-1-antitrypsin phenotype (observable entity)","4L00.00","Alpha-1-antitrypsin phenotype","4 - Laboratory procedures"
"1009291000000108","Cholinesterase phenotype (observable entity)","4L01.00","Cholinesterase phenotype","4 - Laboratory procedures"
"1009301000000107","Saturation of iron binding capacity (observable entity)","42R9.00","Saturation of iron binding capacity","4 - Laboratory procedures"
"1009311000000109","Avian precipitin test (observable entity)","43Jc.00","Avian precipitin test","4 - Laboratory procedures"
"1009321000000103","Budgerigar faecal antibody level (observable entity)","43Jd.00","Budgie faecal antibody level","4 - Laboratory procedures"
"1009331000000101","Budgerigar serum antibody level (observable entity)","43Je.00","Budgie serum antibody level","4 - Laboratory procedures"
"1009341000000105","Canary faecal antibody level (observable entity)","43Jf.00","Canary faecal antibody level","4 - Laboratory procedures"
"1009351000000108","Canary serum antibody level (observable entity)","43Jg.00","Canary serum antibody level","4 - Laboratory procedures"
"1009361000000106","Cockatiel faecal antibody level (observable entity)","43Jh.00","Cockatiel faecal antibody level","4 - Laboratory procedures"
"1009371000000104","Cockatiel serum antibody level (observable entity)","43Ji.00","Cockatiel serum antibody level","4 - Laboratory procedures"
"1009381000000102","Parakeet faecal antibody level (observable entity)","43Jk.00","Parakeet faecal antibody level","4 - Laboratory procedures"
"1009391000000100","Cryptosporidia antigen level (observable entity)","43b3.00","Cryptosporidia antigen level","4 - Laboratory procedures"
"1009401000000102","Nuclear autoantibody screening test (observable entity)","43c7.00","Nuclear autoantibody screening test","4 - Laboratory procedures"
"1009411000000100","Phospholipid antibody screening test (observable entity)","43c8.00","Phospholipid antibody screening test","4 - Laboratory procedures"
"1009421000000106","Human epithelial type 2 cell autoantibody screening test (observable entity)","43c9.00","HEp-2 cell autoantibody screening test","4 - Laboratory procedures"
"1009431000000108","Cell tissue autoantibody screening test (observable entity)","43cA.00","Cell tissue autoantibody screening test","4 - Laboratory procedures"
"1009441000000104","Allergy screening test (observable entity)","43cB.00","Allergy screening test","4 - Laboratory procedures"
"1009451000000101","Coxsackievirus antibody level (observable entity)","43dj.00","Coxsackievirus antibody level","4 - Laboratory procedures"
"1009461000000103","Parvovirus antibody level (observable entity)","43dk.00","Parvovirus antibody level","4 - Laboratory procedures"
"1009471000000105","Fungal precipitin level (observable entity)","43fE.00","Fungal precipitin level","4 - Laboratory procedures"
"1009491000000109","Blue mussel RAST test (observable entity)","43ll.00","Blue mussel RAST test","4 - Laboratory procedures"
"1009501000000103","Buckwheat RAST test (observable entity)","43lm.00","Buckwheat RAST test","4 - Laboratory procedures"
"1009511000000101","Cockroach RAST test (observable entity)","43ln.00","Cockroach RAST test","4 - Laboratory procedures"
"1009521000000107","Alternaria alternata RAST test (observable entity)","43lp.00","Alternaria alternata RAST test","4 - Laboratory procedures"
"1009531000000109","Cow dander RAST test (observable entity)","43lq.00","Cow dander RAST test","4 - Laboratory procedures"
"1009541000000100","Helminthosporium halodes RAST test (observable entity)","43lr.00","Helminthosporium halodes RAST test","4 - Laboratory procedures"
"1009551000000102","Sycamore (London plane) RAST test (observable entity)","43ls.00","Sycamore (London Plane) RAST test","4 - Laboratory procedures"
"1009561000000104","Paraneoplastic antibody level (observable entity)","43mG.00","Paraneoplastic antibody level","4 - Laboratory procedures"
"1009571000000106","Ri antibody level (observable entity)","43mH.00","Ri antibody level","4 - Laboratory procedures"
"1009581000000108","Pituitary gland antibody level (observable entity)","43mI.00","Pituitary gland antibody level","4 - Laboratory procedures"
"1009591000000105","Yo antibody level (observable entity)","43mJ.00","Yo antibody level","4 - Laboratory procedures"
"1009601000000104","Extractable nuclear antigen antibody level (observable entity)","43mL.00","Extractable nuclear antigen antibody level","4 - Laboratory procedures"
"1009611000000102","Endomysial antibody immunoglobulin G level (observable entity)","43mM.00","Endomysial antibody IgG level","4 - Laboratory procedures"
"1009621000000108","Anti-nuclear immunoglobulin M antibody level (observable entity)","43mN.00","Anti-nuclear IgM antibody level","4 - Laboratory procedures"
"1009631000000105","Anti-nuclear immunoglobulin G antibody level (observable entity)","43mO.00","Anti-nuclear IgG antibody level","4 - Laboratory procedures"
"1009641000000101","Keratin antibody level (observable entity)","43mP.00","Keratin antibody level","4 - Laboratory procedures"
"1009651000000103","Anti-gliadin immunoglobulin A level (observable entity)","43m9.00","Anti-gliadin IgA level","4 - Laboratory procedures"
"1009661000000100","Anti-gliadin immunoglobulin G level (observable entity)","43mA.00","Anti-gliadin IgG level","4 - Laboratory procedures"
"1009671000000107","Anti-cardiolipin antibody level (observable entity)","43mB.00","Anti-cardiolipin antibody level","4 - Laboratory procedures"
"1009681000000109","Perinuclear neutrophil cytoplasmic antibody level (observable entity)","43mC.00","Perinuclear neutrophil cytoplasmic antibody level","4 - Laboratory procedures"
"1009691000000106","Gliadin antibody measurement (observable entity)","43mD.00","Gliadin antibody measurement","4 - Laboratory procedures"
"1009711000000108","Percentage abnormal sperm count (observable entity)","4965.00","Percentage abnormal sperm count","4 - Laboratory procedures"
"1009731000000100","Calculus xanthine content (observable entity)","4G9D.00","Calculus xanthine content","4 - Laboratory procedures"
"1009741000000109","Calculus calcium (non-oxalate) (observable entity)","4GAB.00","Calculus calcium (non-oxalate)","4 - Laboratory procedures"
"1009751000000107","Fluid sample globulin level (observable entity)","4I3S.00","Fluid sample globulin level","4 - Laboratory procedures"
"1009761000000105","Aerobic culture (observable entity)","4J19.00","Aerobic culture","4 - Laboratory procedures"
"1009771000000103","Toxoplasma serology (observable entity)","4JDL.00","Toxoplasma serology","4 - Laboratory procedures"
"1009781000000101","Chlamydia serology (observable entity)","4JDM.00","Chlamydia serology","4 - Laboratory procedures"
"1009791000000104","Human herpes virus serology (observable entity)","4JDN.00","Human herpes virus serology","4 - Laboratory procedures"
"1009801000000100","Epstein-Barr virus serology (observable entity)","4JDP.00","Epstein-Barr virus serology","4 - Laboratory procedures"
"1009811000000103","Parasite serology (observable entity)","4JDQ.00","Parasite serology","4 - Laboratory procedures"
"1009821000000109","Thick film for malarial parasites (observable entity)","4JP0.00","Thick film for malarial parasites","4 - Laboratory procedures"
"1009831000000106","Crithidia luciliae antibody level (observable entity)","4JQ6.00","Crithidia lucilliae antibody level","4 - Laboratory procedures"
"1009841000000102","Pneumococcal antigen level (observable entity)","4JQ7.00","Pneumococcal antigen level","4 - Laboratory procedures"
"1009851000000104","Malarial parasite screening test (observable entity)","4JRD.00","Malarial parasite screening test","4 - Laboratory procedures"
"1009861000000101","Antibacterial substance screening test (observable entity)","4JRE.00","Antibacterial substance screening test","4 - Laboratory procedures"
"1009871000000108","Gram stain microscopy (observable entity)","4JS0.00","Gram stain microscopy","4 - Laboratory procedures"
"1009881000000105","Cryptosporidium microscopy (observable entity)","4JS8.00","Cryptosporidium microscopy","4 - Laboratory procedures"
"1009891000000107","Acid fast bacilli microscopy (observable entity)","4JS9.00","Acid fast bacilli microscopy","4 - Laboratory procedures"
"1009891000000107","Acid fast bacilli microscopy (observable entity)","4E39.00","Microscopy (acid fast bacilli)","4 - Laboratory procedures"
"1009901000000108","Apolipoprotein E phenotype (observable entity)","4L02.00","Apolipoprotein E phenotype","4 - Laboratory procedures"
"1009911000000105","Thrombomodulin gene screen (observable entity)","4L42.00","Thrombomodulin gene screen","4 - Laboratory procedures"
"1009921000000104","Globin gene analysis (observable entity)","4L43.00","Globin gene analysis","4 - Laboratory procedures"
"1009931000000102","24 hour Bence-Jones screening test (observable entity)","46e7.00","24 hour Bence-Jones screening test","4 - Laboratory procedures"
"1009941000000106","Haemoglobin Lepore level (observable entity)","42VM.00","Haemoglobin Lepore level","4 - Laboratory procedures"
"1009951000000109","Haemoglobinopathy deoxyribonucleic acid studies (observable entity)","42VQ.00","Haemoglobinopathy DNA studies","4 - Laboratory procedures"
"1009971000000100","Ristocetin 1.5 micromole test (observable entity)","42jT.00","Ristocetin 1.5 umol test","4 - Laboratory procedures"
"1009981000000103","Platelet function test (observable entity)","42jX.00","Platelet function test","4 - Laboratory procedures"
"1009991000000101","Porcine inhibitor activity level (observable entity)","42ja.00","Porcine inhibitor activity","4 - Laboratory procedures"
"1010001000000100","5,10-methylenetetrahydrofolate reductase gene analysis (observable entity)","42jd.00","5,10-methylenetetrahydrofolate reductase gene analysis","4 - Laboratory procedures"
"1010011000000103","Canary feather RAST test (observable entity)","43Qi.00","Canary feather RAST test","4 - Laboratory procedures"
"1010021000000109","Clam RAST test (observable entity)","43Qm.00","Clam RAST test","4 - Laboratory procedures"
"1010031000000106","Percentage CD56 count (observable entity)","43Vd.00","Percentage CD56 count","4 - Laboratory procedures"
"1010041000000102","Pigeon feather antibody level (observable entity)","43WY.00","Pigeon feather antibody level","4 - Laboratory procedures"
"1010051000000104","Cacao RAST test (observable entity)","43Yr.00","Cacao RAST test","4 - Laboratory procedures"
"1010061000000101","Suxamethonium RAST test (observable entity)","43Yt.00","Suxamethonium RAST test","4 - Laboratory procedures"
"1010071000000108","Rheumatoid arthritis particle agglutination test (observable entity)","43b9.00","Rheumatoid arthritis particle agglutination test","4 - Laboratory procedures"
"1010081000000105","Lemon RAST test (observable entity)","43lu.00","Lemon RAST test","4 - Laboratory procedures"
"1010091000000107","Serum 32-33 split pro-insulin level (observable entity)","449H.00","Serum 32-33 split pro-insulin level","4 - Laboratory procedures"
"1010101000000104","Plasma 18-hydroxycortisol level (observable entity)","44AQ.00","Plasma 18-Hydroxycortisol level","4 - Laboratory procedures"
"1010111000000102","Serum alpha-1-antichymotrypsin level (observable entity)","44Co.00","Serum alpha-1-antichymotrypsin level","4 - Laboratory procedures"
"1010121000000108","Serum prednisolone level (observable entity)","44Wz.00","Serum prednisolone level","4 - Laboratory procedures"
"1010131000000105","Plasma buprenorphine level (observable entity)","44v9.00","Plasma buprenorphine level","4 - Laboratory procedures"
"1010141000000101","Fractional excretion of potassium (observable entity)","46MP.00","Fractional excretion of potassium","4 - Laboratory procedures"
"1010151000000103","Urine deoxypyridinoline level (observable entity)","46To.00","Urine deoxypyridinoline level","4 - Laboratory procedures"
"1010171000000107","Urine barbiturate level (observable entity)","46Q9.00","Urine barbiturate","4 - Laboratory procedures"
"1010181000000109","Urine bile chemistry (observable entity)","46R..00","Urine - bile chemistry","4 - Laboratory procedures"
"1010191000000106","Urine porphyrins level (observable entity)","46R3.00","Urine porphyrins","4 - Laboratory procedures"
"1010191000000106","Urine porphyrins level (observable entity)","46R3.11","Porphyrins in urine","4 - Laboratory procedures"
"1010201000000108","Urine bilirubin level (observable entity)","46R5.11","Bilirubin in urine","4 - Laboratory procedures"
"1010201000000108","Urine bilirubin level (observable entity)","46R5.00","Urine bilirubin","4 - Laboratory procedures"
"1010211000000105","Urine urobilinogen level (observable entity)","46R7.00","Urine urobilinogen","4 - Laboratory procedures"
"1010211000000105","Urine urobilinogen level (observable entity)","46R7.11","Urobilinogen in urine","4 - Laboratory procedures"
"1010221000000104","Urine oxalate level (observable entity)","46T1.00","Urine oxalate","4 - Laboratory procedures"
"1010231000000102","Urine amylase level (observable entity)","46T7.00","Urine amylase","4 - Laboratory procedures"
"1010241000000106","Urine 5-hydroxyindoleacetic acid (observable entity)","46T9.00","Urine 5-OH indole acetic acid","4 - Laboratory procedures"
"1010251000000109","Urine microalbumin level (observable entity)","46W..00","Urine microalbumin","4 - Laboratory procedures"
"1010261000000107","3 day faecal fat estimation (observable entity)","478A.00","3 day faecal fat estimation","4 - Laboratory procedures"
"1010271000000100","Faeces pH (observable entity)","47A..00","Faeces pH","4 - Laboratory procedures"
"1010281000000103","Semen examination (observable entity)","49...11","Semen analysis","4 - Laboratory procedures"
"1010281000000103","Semen examination (observable entity)","49...00","Semen examination","4 - Laboratory procedures"
"1010281000000103","Semen examination (observable entity)","49...12","Sperm analysis","4 - Laboratory procedures"
"1010281000000103","Semen examination (observable entity)","49...13","Seminal examination","4 - Laboratory procedures"
"1010291000000101","Semen sample volume (observable entity)","492..12","Ejaculate volume","4 - Laboratory procedures"
"1010291000000101","Semen sample volume (observable entity)","492..11","Semen exam. - volume","4 - Laboratory procedures"
"1010291000000101","Semen sample volume (observable entity)","492..00","Semen sample volume","4 - Laboratory procedures"
"1010301000000102","Sperm density (observable entity)","4936.00","Sperm density","4 - Laboratory procedures"
"1010311000000100","Semen pH (observable entity)","497..00","Semen pH","4 - Laboratory procedures"
"1010321000000106","Total sperm count (observable entity)","498..00","Total sperm count","4 - Laboratory procedures"
"1010331000000108","Total count of normal and motile sperm (observable entity)","499..00","Total count of normal and motile sperm","4 - Laboratory procedures"
"1010351000000101","Density of morphologically normal and motile sperm (observable entity)","49C..00","Density of morphologically normal and motile sperm","4 - Laboratory procedures"
"1010371000000105","Calculus analysis (observable entity)","4G9..00","Calculus analysis","4 - Laboratory procedures"
"1010381000000107","Sample macroscopy (observable entity)","4I14.00","Sample macroscopy","4 - Laboratory procedures"
"1010391000000109","Fluid sample creatinine (observable entity)","4I37.00","Fluid sample creatinine","4 - Laboratory procedures"
"1010391000000109","Fluid sample creatinine (observable entity)","4I37.11","Creatinine in sample","4 - Laboratory procedures"
"1010401000000107","Fluid sample glucose (observable entity)","4I39.00","Fluid sample glucose","4 - Laboratory procedures"
"1010401000000107","Fluid sample glucose (observable entity)","4I39.11","Glucose in sample","4 - Laboratory procedures"
"1010411000000109","Sample organism sensitivity (observable entity)","4J15.00","Sample: organism sensitivity","4 - Laboratory procedures"
"1010411000000109","Sample organism sensitivity (observable entity)","4J15.11","Culture sensitivity","4 - Laboratory procedures"
"1010421000000103","Sample culture (observable entity)","4J17.00","Sample culture","4 - Laboratory procedures"
"1010431000000101","Human leucocyte antigen tissue typing (observable entity)","4KB..00","HLA tissue typing","4 - Laboratory procedures"
"1010451000000108","Haemoglobin F level (observable entity)","42V3.00","Haemoglobin F","4 - Laboratory procedures"
"1010461000000106","Anti-neutrophil cytoplasmic antibody level (observable entity)","43GY.00","Anti-neutrophil cytoplasmic antibody level","4 - Laboratory procedures"
"1010471000000104","Extractable nuclear antigen (observable entity)","43N..00","Extractable nuclear antigen","4 - Laboratory procedures"
"1010481000000102","Immune complexes assay (observable entity)","43Q0.00","Immune complexes assay","4 - Laboratory procedures"
"1010491000000100","Immunofixation (observable entity)","43R..00","Immunofixation","4 - Laboratory procedures"
"1010501000000106","Serum T3 level (observable entity)","4424.00","Serum T3 level","4 - Laboratory procedures"
"1010511000000108","Serum T4 level (observable entity)","4426.00","Serum T4 level","4 - Laboratory procedures"
"1010521000000102","Serum oestradiol level (observable entity)","4465.00","Serum oestradiol level","4 - Laboratory procedures"
"1010531000000100","Serum aldosterone level (observable entity)","4484.00","Serum aldosterone","4 - Laboratory procedures"
"1010541000000109","Plasma apolipoprotein A-I level (observable entity)","44d6.00","Plasma apolipoprotein A-I level","4 - Laboratory procedures"
"1010551000000107","Plasma apolipoprotein A-II level (observable entity)","44d7.00","Plasma apolipoprotein A-II level","4 - Laboratory procedures"
"1010561000000105","Plasma apolipoprotein B level (observable entity)","44d8.00","Plasma apolipoprotein B level","4 - Laboratory procedures"
"1010571000000103","Plasma lipoprotein A level (observable entity)","44d9.00","Plasma lipoprotein A level","4 - Laboratory procedures"
"1010581000000101","Plasma high density lipoprotein cholesterol level (observable entity)","44dA.00","Plasma HDL cholesterol level","4 - Laboratory procedures"
"1010591000000104","Plasma low density lipoprotein cholesterol level (observable entity)","44dB.00","Plasma LDL cholesterol level","4 - Laboratory procedures"
"1010601000000105","Plasma triglyceride level (observable entity)","44e..00","Plasma triglyceride level","4 - Laboratory procedures"
"1010611000000107","Serum glucose level (observable entity)","44f..00","Serum glucose level","4 - Laboratory procedures"
"1010621000000101","30 minute serum glucose level (observable entity)","44f3.00","30 minute serum glucose level","4 - Laboratory procedures"
"1010631000000104","60 minute serum glucose level (observable entity)","44f4.00","60 minute serum glucose level","4 - Laboratory procedures"
"1010641000000108","90 minute serum glucose level (observable entity)","44f5.00","90 minute serum glucose level","4 - Laboratory procedures"
"1010651000000106","120 minute serum glucose level (observable entity)","44f6.00","120 minute serum glucose level","4 - Laboratory procedures"
"1010661000000109","150 minute serum glucose level (observable entity)","44f7.00","150 minute serum glucose level","4 - Laboratory procedures"
"1010671000000102","Plasma glucose level (observable entity)","44TA.00","Plasma glucose","4 - Laboratory procedures"
"1010671000000102","Plasma glucose level (observable entity)","44g..00","Plasma glucose level","4 - Laboratory procedures"
"1010681000000100","30 minute plasma glucose level (observable entity)","44g3.00","30 minute plasma glucose level","4 - Laboratory procedures"
"1010691000000103","60 minute plasma glucose level (observable entity)","44g4.00","60 minute plasma glucose level","4 - Laboratory procedures"
